REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam
2_NA_peak_8017_lociStitched	14	76448763	76452261	2	4	1568.853
3_NA_peak_10370_lociStitched	17	6656344	6659838	3	6	3947.5212
3_NA_peak_3341_lociStitched	10	43947995	43951486	3	6	2351.1885
2_NA_peak_21564_lociStitched	6	43139370	43142860	2	4	4624.948
3_NA_peak_5923_lociStitched	12	46120884	46124369	3	6	10860.654
3_NA_peak_24631_lociStitched	8	141603376	141606855	3	6	5534.7411
2_NA_peak_4897_lociStitched	11	68710235	68713713	2	4	1871.8596
2_NA_peak_4290_lociStitched	11	12257558	12261019	2	4	3821.9823
2_NA_peak_12132_lociStitched	19	507654	511113	2	4	2340.0135
2_NA_peak_7435_lociStitched	13	102276338	102279781	2	4	1696.3661
3_NA_peak_2631_lociStitched	1	221049791	221053230	3	6	2836.8311
2_NA_peak_4102_lociStitched	11	381754	385170	2	4	1151.192
3_NA_peak_23430_lociStitched	8	38240375	38243783	3	6	3734.8272
3_NA_peak_13185_lociStitched	19	47288060	47291456	3	6	3460.1844
3_NA_peak_23671_lociStitched	8	61285939	61289279	3	6	6018.012
3_NA_peak_25001_lociStitched	9	35811619	35814954	3	6	3103.8845
3_NA_peak_26816_lociStitched	X	150562480	150565809	3	6	4185.5517
3_NA_peak_16154_lociStitched	20	57464026	57467350	3	6	6837.468
3_NA_peak_11813_lociStitched	18	21441886	21445205	3	6	3522.7866
4_NA_peak_2695_lociStitched	1	226186800	226190110	4	8	9005.186
2_NA_peak_16585_lociStitched	22	18257032	18260336	2	4	1690.3264
2_NA_peak_24766_lociStitched	8	145579196	145582500	2	4	2332.624
2_NA_peak_23010_lociStitched	7	102984998	102988295	2	4	1174.0617
3_NA_peak_3853_lociStitched	10	104402293	104405580	3	6	6529.9542
2_NA_peak_6560_lociStitched	12	110433848	110437113	2	4	2185.9175
2_NA_peak_22249_lociStitched	6	150067346	150070601	2	4	1868.37
3_NA_peak_14315_lociStitched	2	85788429	85791673	3	6	2362.6052
2_NA_peak_2885_lociStitched	1	246949155	246952395	2	4	1935.252
2_NA_peak_16595_lociStitched	22	18718112	18721351	2	4	511.4381
2_NA_peak_9602_lociStitched	16	28503503	28506741	2	4	5602.0638
2_NA_peak_23090_lociStitched	7	127225432	127228660	2	4	986.4768
2_NA_peak_3704_lociStitched	10	94517725	94520945	2	4	2423.694
2_NA_peak_23140_lociStitched	7	135344156	135347376	2	4	1309.896
2_NA_peak_24340_lociStitched	8	120627523	120630740	2	4	3026.5536
2_NA_peak_4257_lociStitched	11	9738909	9742108	2	4	4708.2882
3_NA_peak_6723_lociStitched	12	122064897	122068077	3	6	5693.472
3_NA_peak_7570_lociStitched	14	23476126	23479302	3	6	2863.7992
2_NA_peak_23693_lociStitched	8	62643652	62646823	2	4	4603.0236
3_NA_peak_9447_lociStitched	16	14723875	14727034	3	6	4138.9218
3_NA_peak_17235_lociStitched	3	12595577	12598719	3	6	2909.8062
3_NA_peak_22960_lociStitched	7	100180424	100183563	3	6	2164.6544
4_NA_peak_4787_lociStitched	11	65625058	65628181	4	8	3575.2104
2_NA_peak_13173_lociStitched	19	46850547	46853656	2	4	2369.6798
4_NA_peak_24695_lociStitched	8	144270110	144273199	4	8	7845.1333
2_NA_peak_1847_lociStitched	1	150947109	150950180	2	4	3047.3533
2_NA_peak_3081_lociStitched	10	13200583	13203652	2	4	1478.9511
3_NA_peak_24333_lociStitched	8	119961300	119964367	3	6	1822.4114
2_NA_peak_19281_lociStitched	4	84031068	84034131	2	4	3218.6004
2_NA_peak_20890_lociStitched	6	4018710	4021769	2	4	3415.3735
2_NA_peak_16237_lociStitched	21	9696004	9699040	2	4	237.1116
2_NA_peak_3600_lociStitched	10	80059807	80062842	2	4	1142.6775
2_NA_peak_11397_lociStitched	17	73452875	73455879	2	4	1720.0904
2_NA_peak_14913_lociStitched	2	170681231	170684227	2	4	1159.1524
2_NA_peak_11816_lociStitched	18	21591420	21594412	2	4	656.1456
2_NA_peak_13053_lociStitched	19	42721681	42724668	2	4	2639.6119
2_NA_peak_19840_lociStitched	5	1536978	1539951	2	4	630.276
2_NA_peak_408_lociStitched	1	19639092	19642053	2	4	1742.5485
2_NA_peak_5504_lociStitched	12	3979483	3982425	2	4	4720.439
3_NA_peak_26255_lociStitched	X	40504243	40507183	3	6	4659.312
2_NA_peak_1390_lociStitched	1	90003173	90006105	2	4	2336.2176
3_NA_peak_20976_lociStitched	6	12009173	12012102	3	6	5512.378
2_NA_peak_25264_lociStitched	9	94183578	94186487	2	4	880.2634
3_NA_peak_3862_lociStitched	10	104575562	104578468	3	6	1614.8642
2_NA_peak_19540_lociStitched	4	130014521	130017416	2	4	2540.9415
3_NA_peak_21737_lociStitched	6	74230514	74233400	3	6	5117.1666
2_NA_peak_3797_lociStitched	10	101942661	101945539	2	4	2158.7878
3_NA_peak_4163_lociStitched	11	2799844	2802721	3	6	3527.4897
3_NA_peak_17561_lociStitched	3	46136304	46139161	3	6	3559.2506
4_NA_peak_42_lociStitched	1	1366800	1369632	4	8	7233.2112
4_NA_peak_21368_lociStitched	6	32404987	32407816	4	8	1977.471
2_NA_peak_19897_lociStitched	5	17582620	17585446	2	4	1228.4622
2_NA_peak_9078_lociStitched	15	89631959	89634760	2	4	2212.5099
2_NA_peak_10564_lociStitched	17	18161756	18164556	2	4	1959.16
3_NA_peak_26352_lociStitched	X	46485973	46488773	3	6	3261.72
2_NA_peak_14186_lociStitched	2	69059731	69062526	2	4	2301.403
2_NA_peak_276_lociStitched	1	10532411	10535194	2	4	1737.1486
2_NA_peak_527_lociStitched	1	26186323	26189090	2	4	4791.8906
3_NA_peak_17767_lociStitched	3	58985247	58988014	3	6	1851.9531
2_NA_peak_11110_lociStitched	17	48840388	48843152	2	4	1831.7028
4_NA_peak_24663_lociStitched	8	142383889	142386644	4	8	7818.9655
3_NA_peak_3324_lociStitched	10	42597025	42599766	3	6	38637.6842
2_NA_peak_13916_lociStitched	2	43451539	43454278	2	4	10160.3205
4_NA_peak_24300_lociStitched	8	116678819	116681555	4	8	5640.264
3_NA_peak_24417_lociStitched	8	125207673	125210405	3	6	7505.0772
2_NA_peak_9915_lociStitched	16	66583564	66586293	2	4	2330.0202
3_NA_peak_19275_lociStitched	4	83931716	83934430	3	6	2532.4334
3_NA_peak_8742_lociStitched	15	64385751	64388447	3	6	2815.1632
2_NA_peak_21829_lociStitched	6	90925749	90928423	2	4	2031.9726
2_NA_peak_4076_lociStitched	10	135072684	135075352	2	4	1007.9704
2_NA_peak_5720_lociStitched	12	14410477	14413139	2	4	4303.123
2_NA_peak_320_lociStitched	1	12493615	12496258	2	4	2645.3787
3_NA_peak_2402_lociStitched	1	198608557	198611195	3	6	4365.6262
2_NA_peak_12252_lociStitched	19	3133824	3136460	2	4	3258.6232
3_NA_peak_12299_lociStitched	19	4400232	4402865	3	6	4220.4357
2_NA_peak_7611_lociStitched	14	24682491	24685122	2	4	2532.6006
2_NA_peak_785_lociStitched	1	36769760	36772378	2	4	2806.2342
2_NA_peak_9411_lociStitched	16	11036032	11038646	2	4	959.8608
3_NA_peak_25776_lociStitched	9	140021878	140024484	3	6	1350.4292
2_NA_peak_21256_lociStitched	6	28831845	28834449	2	4	721.5684
4_NA_peak_25878_lociStitched	GL000208.1	89829	92425	4	8	8374.1768
3_NA_peak_22193_lociStitched	6	143265962	143268552	3	6	4796.68
3_NA_peak_4369_lociStitched	11	28129442	28132016	3	6	8784.8046
2_NA_peak_3243_lociStitched	10	31071519	31074073	2	4	1170.7536
2_NA_peak_9855_lociStitched	16	56641588	56644128	2	4	1504.696
2_NA_peak_23135_lociStitched	7	134893582	134896115	2	4	680.1105
2_NA_peak_3942_lociStitched	10	116301485	116304010	2	4	1303.91
3_NA_peak_15399_lociStitched	2	233228542	233231063	3	6	1304.3654
2_NA_peak_12967_lociStitched	19	39340418	39342932	2	4	5604.963
2_NA_peak_10584_lociStitched	17	19091200	19093704	2	4	3486.82
2_NA_peak_25110_lociStitched	9	70367068	70369572	2	4	1089.9912
2_NA_peak_24764_lociStitched	8	145547648	145550148	2	4	3307.25
5_NA_peak_3203_lociStitched	10	27529763	27532249	5	10	3804.823
2_NA_peak_20823_lociStitched	5	180670712	180673195	2	4	3614.5031
3_NA_peak_19536_lociStitched	4	129731138	129733613	3	6	3734.5275
2_NA_peak_5631_lociStitched	12	9268847	9271320	2	4	740.6635
2_NA_peak_10579_lociStitched	17	18965102	18967571	2	4	3338.5818
3_NA_peak_17828_lociStitched	3	71630589	71633021	3	6	9165.2352
2_NA_peak_16146_lociStitched	20	56882600	56885028	2	4	2557.898
2_NA_peak_732_lociStitched	1	33427880	33430303	2	4	2079.9032
2_NA_peak_14509_lociStitched	2	102841681	102844093	2	4	1415.844
3_NA_peak_13569_lociStitched	19	59084582	59086987	3	6	10071.178
2_NA_peak_6933_lociStitched	13	23949562	23951965	2	4	721.3806
2_NA_peak_9038_lociStitched	15	85141980	85144379	2	4	1063.7166
2_NA_peak_7079_lociStitched	13	42038069	42040465	2	4	5164.0988
3_NA_peak_11988_lociStitched	18	53254946	53257327	3	6	1825.7508
2_NA_peak_15444_lociStitched	2	238601248	238603626	2	4	4478.4874
2_NA_peak_10009_lociStitched	16	70464391	70466768	2	4	3400.7739
2_NA_peak_17758_lociStitched	3	58318966	58321338	2	4	1931.7568
3_NA_peak_9533_lociStitched	16	22200575	22202946	3	6	2167.5682
3_NA_peak_810_lociStitched	1	38155960	38158325	3	6	2058.969
3_NA_peak_13587_lociStitched	2	3381375	3383735	3	6	2301.944
3_NA_peak_5801_lociStitched	12	25204828	25207181	3	6	2117.7
3_NA_peak_7218_lociStitched	13	50265450	50267802	3	6	2954.112
2_NA_peak_8164_lociStitched	14	93050984	93053330	2	4	2938.1304
2_NA_peak_16769_lociStitched	22	30819630	30821963	2	4	1212.9267
3_NA_peak_26597_lociStitched	X	77359349	77361682	3	6	1959.4867
2_NA_peak_14992_lociStitched	2	179343203	179345533	2	4	2732.158
2_NA_peak_20995_lociStitched	6	13179190	13181520	2	4	1252.841
2_NA_peak_3083_lociStitched	10	13341937	13344259	2	4	3001.4172
3_NA_peak_3532_lociStitched	10	73507060	73509379	3	6	2115.8556
2_NA_peak_1527_lociStitched	1	110334002	110336310	2	4	3701.8012
2_NA_peak_18262_lociStitched	3	138607304	138609606	2	4	2409.7336
3_NA_peak_2519_lociStitched	1	206136346	206138642	3	6	1609.0368
3_NA_peak_134_lociStitched	1	3593092	3595382	3	6	5313.029
3_NA_peak_3851_lociStitched	10	104261619	104263909	3	6	1808.184
3_NA_peak_4823_lociStitched	11	66311052	66313331	3	6	1874.0217
2_NA_peak_11556_lociStitched	17	79453004	79455277	2	4	1521.3189
2_NA_peak_1173_lociStitched	1	59670587	59672859	2	4	1228.9248
3_NA_peak_2083_lociStitched	1	161014631	161016899	3	6	5004.7956
2_NA_peak_20875_lociStitched	6	2940775	2943038	2	4	1435.8735
3_NA_peak_2948_lociStitched	10	3825711	3827950	3	6	7433.48
2_NA_peak_654_lociStitched	1	29211179	29213415	2	4	1807.5824
2_NA_peak_3974_lociStitched	10	121276842	121279077	2	4	2408.6595
3_NA_peak_24259_lociStitched	8	109034873	109037106	3	6	6031.333
3_NA_peak_17438_lociStitched	3	38178223	38180454	3	6	1834.9975
3_NA_peak_13015_lociStitched	19	41220773	41222987	3	6	3048.678
4_NA_peak_17136_lociStitched	22	51109874	51112084	4	8	3758.326
3_NA_peak_11627_lociStitched	18	108154	110364	3	6	8336.12
2_NA_peak_7688_lociStitched	14	36762678	36764884	2	4	770.1146
3_NA_peak_9892_lociStitched	16	58160744	58162947	3	6	5298.4353
2_NA_peak_1956_lociStitched	1	155161419	155163621	2	4	1853.2032
3_NA_peak_2995_lociStitched	10	6514023	6516223	3	6	2337.06
2_NA_peak_9502_lociStitched	16	19533287	19535486	2	4	1841.8824
2_NA_peak_19913_lociStitched	5	25161345	25163528	2	4	1677.1989
4_NA_peak_24572_lociStitched	8	134511176	134513355	4	8	10557.9087
3_NA_peak_4105_lociStitched	11	448311	450489	3	6	2460.2688
2_NA_peak_16067_lociStitched	20	48807208	48809385	2	4	3610.5545
3_NA_peak_15389_lociStitched	2	232571515	232573691	3	6	10696.5632
3_NA_peak_22670_lociStitched	7	39988827	39990999	3	6	3853.9968
2_NA_peak_7923_lociStitched	14	69308218	69310387	2	4	973.6641
2_NA_peak_17374_lociStitched	3	30646302	30648469	2	4	1796.8764
3_NA_peak_11146_lociStitched	17	55333611	55335772	3	6	2828.3168
3_NA_peak_1230_lociStitched	1	66767181	66769341	3	6	2656.584
2_NA_peak_14014_lociStitched	2	54785267	54787424	2	4	2125.9392
2_NA_peak_9968_lociStitched	16	68322485	68324633	2	4	2571.156
2_NA_peak_21354_lociStitched	6	32095772	32097918	2	4	3145.1776
2_NA_peak_2946_lociStitched	10	3596652	3598795	2	4	1032.2831
2_NA_peak_14146_lociStitched	2	65283692	65285835	2	4	1074.2859
3_NA_peak_12563_lociStitched	19	13840608	13842749	3	6	3326.8999
3_NA_peak_135_lociStitched	1	3618874	3621014	3	6	5456.144
2_NA_peak_13182_lociStitched	19	47218023	47220162	2	4	2903.9064
2_NA_peak_12130_lociStitched	19	342486	344623	2	4	1614.2898
3_NA_peak_17011_lociStitched	22	43328280	43330411	3	6	4172.7111
2_NA_peak_25741_lociStitched	9	138852652	138854777	2	4	1502.5875
2_NA_peak_26752_lociStitched	X	131119664	131121789	2	4	1072.7
2_NA_peak_26657_lociStitched	X	106917800	106919909	2	4	1597.9893
3_NA_peak_6194_lociStitched	12	57914080	57916184	3	6	7374.0992
2_NA_peak_22069_lociStitched	6	133035783	133037887	2	4	2371.208
2_NA_peak_16417_lociStitched	21	40194221	40196323	2	4	764.9178
3_NA_peak_18942_lociStitched	4	26320979	26323074	3	6	3953.8935
3_NA_peak_1831_lociStitched	1	150583744	150585837	3	6	10598.7427
2_NA_peak_16264_lociStitched	21	17102447	17104538	2	4	2445.4245
2_NA_peak_5073_lociStitched	11	84289763	84291851	2	4	1576.44
3_NA_peak_18441_lociStitched	3	160116693	160118772	3	6	5028.0615
4_NA_peak_24147_lociStitched	8	103595088	103597165	4	8	5781.1218
2_NA_peak_3445_lociStitched	10	63661147	63663224	2	4	3083.9296
3_NA_peak_20559_lociStitched	5	142783038	142785109	3	6	2674.0752
2_NA_peak_10978_lociStitched	17	42401943	42404013	2	4	876.438
2_NA_peak_9128_lociStitched	15	91473555	91475624	2	4	1431.3342
2_NA_peak_12121_lociStitched	18	77709412	77711478	2	4	1592.6794
3_NA_peak_25687_lociStitched	9	135280523	135282589	3	6	2064.967
2_NA_peak_17744_lociStitched	3	57260023	57262084	2	4	1738.0413
2_NA_peak_2816_lociStitched	1	235490735	235492792	2	4	4287.8165
2_NA_peak_21495_lociStitched	6	37225712	37227760	2	4	3293.184
2_NA_peak_4576_lociStitched	11	58910416	58912462	2	4	1695.9294
3_NA_peak_10518_lociStitched	17	16189679	16191723	3	6	3153.0744
4_NA_peak_20861_lociStitched	6	2764544	2766587	4	8	5315.886
2_NA_peak_18753_lociStitched	4	51531	53572	2	4	2357.355
2_NA_peak_18719_lociStitched	3	196337325	196339366	2	4	1882.0061
3_NA_peak_23916_lociStitched	8	88928614	88930654	3	6	11707.56
3_NA_peak_1324_lociStitched	1	84609044	84611083	3	6	2757.3397
3_NA_peak_22149_lociStitched	6	139645041	139647070	3	6	5001.8908
2_NA_peak_3700_lociStitched	10	94351164	94353192	2	4	2409.6696
2_NA_peak_24364_lociStitched	8	121791995	121794019	2	4	1629.5224
2_NA_peak_12937_lociStitched	19	37957935	37959958	2	4	1712.2672
2_NA_peak_16835_lociStitched	22	36725311	36727328	2	4	2584.9872
2_NA_peak_5119_lociStitched	11	89832285	89834293	2	4	2008.6024
3_NA_peak_302_lociStitched	1	11968099	11970094	3	6	7581.798
2_NA_peak_12877_lociStitched	19	35758375	35760365	2	4	3273.749
3_NA_peak_4774_lociStitched	11	65381497	65383484	3	6	3661.2462
3_NA_peak_24595_lociStitched	8	135173212	135175195	3	6	4859.9364
3_NA_peak_26099_lociStitched	X	15872714	15874686	3	6	4160.1312
2_NA_peak_5552_lociStitched	12	6642190	6644158	2	4	4449.4512
3_NA_peak_22072_lociStitched	6	133133970	133135924	3	6	4089.3312
2_NA_peak_1563_lociStitched	1	112936492	112938445	2	4	630.2331
3_NA_peak_19138_lociStitched	4	63378131	63380082	3	6	1008.2768
2_NA_peak_14117_lociStitched	2	64834794	64836740	2	4	1513.4042
2_NA_peak_9747_lociStitched	16	33239151	33241097	2	4	2258.1384
3_NA_peak_10377_lociStitched	17	6915793	6917729	3	6	6466.4336
3_NA_peak_1711_lociStitched	1	145395327	145397262	3	6	1946.8035
2_NA_peak_23851_lociStitched	8	81445547	81447468	2	4	2732.0462
2_NA_peak_26269_lociStitched	X	41098391	41100307	2	4	2799.276
4_NA_peak_1017_lociStitched	1	46152079	46153993	4	8	8140.4334
2_NA_peak_19575_lociStitched	4	141072282	141074194	2	4	2899.3568
3_NA_peak_11516_lociStitched	17	77811006	77812913	3	6	1188.6331
2_NA_peak_6283_lociStitched	12	68932837	68934741	2	4	1847.832
3_NA_peak_20866_lociStitched	6	2818620	2820513	3	6	4327.5873
4_NA_peak_164_lociStitched	1	6086649	6088542	4	8	5292.0708
2_NA_peak_6957_lociStitched	13	27294267	27296155	2	4	2858.6208
3_NA_peak_10735_lociStitched	17	30468154	30470038	3	6	2747.0604
2_NA_peak_3012_lociStitched	10	7299420	7301297	2	4	781.7705
3_NA_peak_26611_lociStitched	X	80063869	80065745	3	6	1591.786
2_NA_peak_1177_lociStitched	1	59780750	59782625	2	4	1754.0625
2_NA_peak_1648_lociStitched	1	120837352	120839225	2	4	1076.975
2_NA_peak_6898_lociStitched	13	20693288	20695159	2	4	862.531
3_NA_peak_4477_lociStitched	11	45939204	45941075	3	6	2516.495
4_NA_peak_2248_lociStitched	1	173991298	173993164	4	8	5871.7422
3_NA_peak_6708_lociStitched	12	121677000	121678864	3	6	2000.072
3_NA_peak_9989_lociStitched	16	69598227	69600090	3	6	3002.4108
2_NA_peak_17949_lociStitched	3	107242183	107244044	2	4	3035.4771
3_NA_peak_19628_lociStitched	4	146857301	146859161	3	6	3498.474
4_NA_peak_15297_lociStitched	2	220041321	220043179	4	8	3137.233
2_NA_peak_23482_lociStitched	8	43092960	43094817	2	4	2564.8884
2_NA_peak_24361_lociStitched	8	121743198	121745055	2	4	2761.9161
2_NA_peak_22665_lociStitched	7	39867795	39869651	2	4	532.672
2_NA_peak_21158_lociStitched	6	26156824	26158679	2	4	2968.0
3_NA_peak_25461_lociStitched	9	123638156	123639997	3	6	2230.3715
3_NA_peak_26726_lociStitched	X	123094038	123095873	3	6	6841.7975
2_NA_peak_9060_lociStitched	15	86233321	86235150	2	4	1852.4112
3_NA_peak_22400_lociStitched	6	167503446	167505271	3	6	2506.2725
3_NA_peak_24931_lociStitched	9	32550681	32552504	3	6	2540.8974
2_NA_peak_14806_lociStitched	2	155372778	155374600	2	4	635.1492
3_NA_peak_4702_lociStitched	11	64037127	64038948	3	6	3051.996
2_NA_peak_5727_lociStitched	12	14518707	14520525	2	4	3607.4574
3_NA_peak_4110_lociStitched	11	535933	537751	3	6	1883.8116
3_NA_peak_21470_lociStitched	6	36409151	36410967	3	6	3334.9024
2_NA_peak_4062_lociStitched	10	134233812	134235627	2	4	2518.6755
2_NA_peak_26274_lociStitched	X	41192706	41194521	2	4	23828.9535
3_NA_peak_24035_lociStitched	8	98226221	98228031	3	6	2552.1
2_NA_peak_22736_lociStitched	7	56439469	56441277	2	4	693.0064
3_NA_peak_12031_lociStitched	18	60189861	60191666	3	6	2537.2885
4_NA_peak_4903_lociStitched	11	69078910	69080708	4	8	2335.7818
3_NA_peak_995_lociStitched	1	45477429	45479227	3	6	2797.8678
2_NA_peak_6964_lociStitched	13	27998981	28000779	2	4	2193.56
3_NA_peak_10642_lociStitched	17	26971959	26973756	3	6	1862.4108
2_NA_peak_6251_lociStitched	12	65673043	65674839	2	4	1638.1316
2_NA_peak_19778_lociStitched	4	184425543	184427326	2	4	3371.4747
2_NA_peak_11924_lociStitched	18	44202516	44204299	2	4	1039.8456
3_NA_peak_1682_lociStitched	1	144907669	144909449	3	6	3336.788
4_NA_peak_10430_lociStitched	17	7788203	7789981	4	8	3978.4528
3_NA_peak_26112_lociStitched	X	16921213	16922988	3	6	1987.645
2_NA_peak_21085_lociStitched	6	20402262	20404036	2	4	7048.4568
2_NA_peak_12134_lociStitched	19	531372	533140	2	4	1889.108
2_NA_peak_22445_lociStitched	7	1978805	1980573	2	4	878.5192
3_NA_peak_23582_lociStitched	8	55064235	55066001	3	6	3097.564
2_NA_peak_6026_lociStitched	12	51418273	51420038	2	4	1706.5785
4_NA_peak_8112_lociStitched	14	90377753	90379510	4	8	1761.7439
4_NA_peak_12038_lociStitched	18	60606443	60608199	4	8	3287.7588
3_NA_peak_24008_lociStitched	8	96280658	96282414	3	6	7189.4152
4_NA_peak_1506_lociStitched	1	109394268	109396015	4	8	3096.9069
2_NA_peak_16611_lociStitched	22	19565218	19566964	2	4	1803.7926
2_NA_peak_26300_lociStitched	X	42835582	42837327	2	4	1766.8125
2_NA_peak_25328_lociStitched	9	100745006	100746750	2	4	6450.0096
3_NA_peak_10923_lociStitched	17	40829589	40831333	3	6	1661.6832
2_NA_peak_8575_lociStitched	15	45746979	45748721	2	4	874.1356
3_NA_peak_1665_lociStitched	1	143912919	143914659	3	6	1306.392
3_NA_peak_19239_lociStitched	4	80421108	80422847	3	6	1836.0362
3_NA_peak_15452_lociStitched	2	239196106	239197838	3	6	5287.1032
3_NA_peak_919_lociStitched	1	42784871	42786603	3	6	2370.9348
2_NA_peak_2086_lociStitched	1	161037731	161039459	2	4	2706.3936
2_NA_peak_20965_lociStitched	6	10887530	10889254	2	4	928.0292
2_NA_peak_5499_lociStitched	12	3335242	3336957	2	4	777.7525
2_NA_peak_22597_lociStitched	7	30066071	30067784	2	4	633.2961
3_NA_peak_11682_lociStitched	18	5294999	5296709	3	6	2350.395
3_NA_peak_13670_lociStitched	2	16081219	16082922	3	6	1246.9366
2_NA_peak_21385_lociStitched	6	32936510	32938206	2	4	9529.9936
3_NA_peak_21877_lociStitched	6	108144529	108146225	3	6	1970.5824
3_NA_peak_3033_lociStitched	10	11191597	11193291	3	6	2504.579
3_NA_peak_429_lociStitched	1	21348260	21349953	3	6	5428.4352
3_NA_peak_18224_lociStitched	3	133291191	133292883	3	6	4727.9556
3_NA_peak_19142_lociStitched	4	68264796	68266486	3	6	8873.176
2_NA_peak_789_lociStitched	1	36815333	36817021	2	4	1781.3464
2_NA_peak_4529_lociStitched	11	47940071	47941757	2	4	1698.9822
3_NA_peak_3498_lociStitched	10	70847576	70849253	3	6	3988.4091
3_NA_peak_6969_lociStitched	13	28194539	28196216	3	6	2498.3946
2_NA_peak_2969_lociStitched	10	5158429	5160104	2	4	1497.2825
2_NA_peak_4717_lociStitched	11	64290166	64291840	2	4	1532.547
3_NA_peak_18932_lociStitched	4	26076011	26077681	3	6	3109.373
3_NA_peak_3211_lociStitched	10	28622315	28623984	3	6	3104.8407
3_NA_peak_11122_lociStitched	17	49197914	49199581	3	6	5189.5377
3_NA_peak_14820_lociStitched	2	158325267	158326927	3	6	4040.44
2_NA_peak_20262_lociStitched	5	76527498	76529157	2	4	953.0955
2_NA_peak_21188_lociStitched	6	26520780	26522433	2	4	2961.5148
2_NA_peak_22007_lociStitched	6	119214435	119216084	2	4	2523.1349
3_NA_peak_24445_lociStitched	8	125802019	125803668	3	6	2193.3349
2_NA_peak_9366_lociStitched	16	4322134	4323781	2	4	1416.42
2_NA_peak_24163_lociStitched	8	103989706	103991352	2	4	2622.5718
3_NA_peak_26804_lociStitched	X	149106399	149108045	3	6	1349.5554
3_NA_peak_20074_lociStitched	5	55346215	55347857	3	6	1159.7446
3_NA_peak_23831_lociStitched	8	80234097	80235739	3	6	3944.4124
2_NA_peak_14735_lociStitched	2	136550536	136552175	2	4	1681.9418
3_NA_peak_5927_lociStitched	12	46384130	46385768	3	6	3464.8614
2_NA_peak_5153_lociStitched	11	94963864	94965500	2	4	1184.7912
3_NA_peak_15287_lociStitched	2	219432864	219434499	3	6	3987.765
3_NA_peak_10457_lociStitched	17	8151140	8152775	3	6	2958.5325
2_NA_peak_20987_lociStitched	6	12653263	12654897	2	4	1656.7126
3_NA_peak_15535_lociStitched	20	1447237	1448871	3	6	5416.0564
3_NA_peak_26287_lociStitched	X	41564585	41566214	3	6	2565.5121
2_NA_peak_11011_lociStitched	17	43660589	43662210	2	4	7489.9926
3_NA_peak_16705_lociStitched	22	24602892	24604512	3	6	2000.376
2_NA_peak_10104_lociStitched	16	81865220	81866840	2	4	1479.546
3_NA_peak_20791_lociStitched	5	179246442	179248055	3	6	2462.5671
3_NA_peak_22153_lociStitched	6	139695556	139697158	3	6	2361.9888
2_NA_peak_21669_lociStitched	6	54822627	54824228	2	4	2250.2055
3_NA_peak_14480_lociStitched	2	99952626	99954225	3	6	1832.1342
2_NA_peak_8115_lociStitched	14	90420875	90422473	2	4	2831.4962
2_NA_peak_17468_lociStitched	3	40665005	40666599	2	4	1793.0906
3_NA_peak_2407_lociStitched	1	198650018	198651609	3	6	3356.5327
3_NA_peak_18082_lociStitched	3	122512487	122514077	3	6	1877.472
2_NA_peak_14420_lociStitched	2	96810811	96812400	2	4	1940.4868
3_NA_peak_20796_lociStitched	5	179497381	179498966	3	6	1176.8625
2_NA_peak_1612_lociStitched	1	117280917	117282502	2	4	1422.062
2_NA_peak_12559_lociStitched	19	13261504	13263086	2	4	2797.4506
2_NA_peak_24200_lociStitched	8	105645625	105647203	2	4	921.7098
2_NA_peak_7654_lociStitched	14	32671073	32672651	2	4	2956.8564
3_NA_peak_3115_lociStitched	10	17065152	17066729	3	6	3612.5916
2_NA_peak_22416_lociStitched	6	170461482	170463054	2	4	1325.5104
2_NA_peak_22899_lociStitched	7	92776335	92777903	2	4	1092.7392
2_NA_peak_6369_lociStitched	12	89746065	89747633	2	4	2279.4016
3_NA_peak_23532_lociStitched	8	49861949	49863515	3	6	2758.3524
3_NA_peak_20295_lociStitched	5	81045950	81047516	3	6	4174.4862
3_NA_peak_14950_lociStitched	2	174828822	174830388	3	6	5056.9272
2_NA_peak_1263_lociStitched	1	70468800	70470365	2	4	615.8275
3_NA_peak_26358_lociStitched	X	46651520	46653083	3	6	3248.0703
2_NA_peak_8646_lociStitched	15	54973519	54975071	2	4	711.1264
2_NA_peak_12307_lociStitched	19	4638468	4640018	2	4	1012.925
2_NA_peak_18697_lociStitched	3	195807215	195808763	2	4	2583.4572
3_NA_peak_602_lociStitched	1	28099229	28100777	3	6	3337.7976
2_NA_peak_10611_lociStitched	17	21903038	21904586	2	4	666.7236
3_NA_peak_5586_lociStitched	12	7260682	7262223	3	6	1786.1731
3_NA_peak_8121_lociStitched	14	90863140	90864681	3	6	1437.5989
2_NA_peak_6531_lociStitched	12	108955046	108956582	2	4	2254.2336
2_NA_peak_9009_lociStitched	15	81706382	81707916	2	4	864.5624
2_NA_peak_18101_lociStitched	3	124503932	124505466	2	4	1316.4788
3_NA_peak_3250_lociStitched	10	31607661	31609195	3	6	3623.9216
2_NA_peak_7227_lociStitched	13	50698471	50700005	2	4	4043.7774
2_NA_peak_18383_lociStitched	3	152878737	152880266	2	4	1038.4968
3_NA_peak_11689_lociStitched	18	7566973	7568499	3	6	2482.9546
3_NA_peak_19794_lociStitched	4	185394629	185396155	3	6	3134.2514
2_NA_peak_18199_lociStitched	3	130568362	130569887	2	4	4088.525
3_NA_peak_20120_lociStitched	5	60626746	60628271	3	6	1364.7225
