#NA_summits Enhancers
#Created from /Users/jeremie/Documents/Projects/BroadInstitute/superenhancers/NA_summits_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by mapped_sorted.bam
#Using cutoff of 9718.6812 for Super-Enhancers
#Created on avr 01 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam	enhancerRank	isSuper
3_NA_peak_1813_lociStitched	1	150122790	150134941	3	6	10477.8073	335	1
5_NA_peak_14257_lociStitched	2	74405715	74432941	5	10	10468.397	336	1
3_NA_peak_21490_lociStitched	6	37150682	37160224	3	6	10427.4976	337	1
3_NA_peak_15274_lociStitched	2	219081602	219094546	3	6	10383.6768	338	1
4_NA_peak_18327_lociStitched	3	149094784	149106109	4	8	10330.665	339	1
4_NA_peak_10228_lociStitched	17	260342	268858	4	8	10316.2824	340	1
5_NA_peak_7624_lociStitched	14	24891522	24912378	5	10	10315.3776	341	1
7_NA_peak_4618_lociStitched	11	61583677	61603086	7	14	10290.6518	342	1
4_NA_peak_23736_lociStitched	8	67025267	67036539	4	8	10290.2088	343	1
7_NA_peak_7725_lociStitched	14	50319189	50346864	7	14	10278.495	344	1
5_NA_peak_21032_lociStitched	6	14903809	14932819	5	10	10252.134	345	1
4_NA_peak_11588_lociStitched	17	80164378	80186602	4	8	10240.8192	346	1
3_NA_peak_49_lociStitched	1	1440814	1447257	3	6	10214.7322	347	1
3_NA_peak_13055_lociStitched	19	42746656	42758986	3	6	10196.91	348	1
4_NA_peak_4402_lociStitched	11	33913129	33934380	4	8	10181.3541	349	1
3_NA_peak_9161_lociStitched	15	93443729	93447899	3	6	10173.132	350	1
2_NA_peak_13916_lociStitched	2	43451539	43454278	2	4	10160.3205	351	1
7_NA_peak_10289_lociStitched	17	2296931	2305237	7	14	10154.085	352	1
4_NA_peak_21147_lociStitched	6	26021443	26033003	4	8	10149.68	353	1
3_NA_peak_2169_lociStitched	1	167586145	167599668	3	6	10138.1931	354	1
2_NA_peak_162_lociStitched	1	6041035	6052377	2	4	10105.722	355	1
2_NA_peak_12580_lociStitched	19	14116922	14117881	2	4	10105.1748	356	1
3_NA_peak_25298_lociStitched	9	96920258	96929448	3	6	10101.648	357	1
3_NA_peak_13991_lociStitched	2	48571505	48584736	3	6	10084.6682	358	1
4_NA_peak_15217_lociStitched	2	208030119	208041607	4	8	10079.5712	359	1
3_NA_peak_13569_lociStitched	19	59084582	59086987	3	6	10071.178	360	1
3_NA_peak_37_lociStitched	1	1310449	1318079	3	6	10070.074	361	1
4_NA_peak_9951_lociStitched	16	67867622	67892301	4	8	10064.0962	362	1
4_NA_peak_3644_lociStitched	10	88843596	88855115	4	8	10039.9604	363	1
4_NA_peak_15460_lociStitched	2	239314843	239335880	4	8	10030.4416	364	1
2_NA_peak_1128_lociStitched	1	54873661	54882523	2	4	10026.4668	365	1
3_NA_peak_26701_lociStitched	X	118813266	118826869	3	6	10017.2492	366	1
5_NA_peak_14462_lociStitched	2	99061157	99082120	5	10	10003.5436	367	1
5_NA_peak_15374_lociStitched	2	232409505	232422271	5	10	9984.2886	368	1
4_NA_peak_18988_lociStitched	4	38656654	38669263	4	8	9977.5017	369	1
4_NA_peak_18512_lociStitched	3	177041040	177063350	4	8	9968.108	370	1
5_NA_peak_25602_lociStitched	9	131446309	131465887	5	10	9967.1598	371	1
2_NA_peak_24248_lociStitched	8	108459823	108470141	2	4	9927.9796	372	1
3_NA_peak_15104_lociStitched	2	197023459	197035918	3	6	9872.5116	373	1
3_NA_peak_21326_lociStitched	6	31620641	31634047	3	6	9841.3446	374	1
4_NA_peak_12844_lociStitched	19	33778296	33794415	4	8	9822.9186	375	1
3_NA_peak_23937_lociStitched	8	90643773	90656390	3	6	9778.175	376	1
5_NA_peak_5723_lociStitched	12	14425794	14437326	5	10	9776.8296	377	1
4_NA_peak_25512_lociStitched	9	127021892	127040875	4	8	9759.1603	378	1
4_NA_peak_12709_lociStitched	19	18263076	18284324	4	8	9731.584	379	1
