REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam
2_NA_peak_9092_lociStitched	15	82540204	82540989	2	4	1237.003
2_NA_peak_2675_lociStitched	1	221069248	221070032	2	4	1135.5456
2_NA_peak_14582_lociStitched	2	98730767	98731551	2	4	875.5712
2_NA_peak_22583_lociStitched	6	158026453	158027237	2	4	1340.248
2_NA_peak_715_lociStitched	1	32394230	32395014	2	4	2277.2848
2_NA_peak_20688_lociStitched	5	131635017	131635801	2	4	1094.6208
2_NA_peak_22852_lociStitched	7	30285177	30285961	2	4	946.9936
2_NA_peak_23784_lociStitched	8	53176956	53177739	2	4	1372.0509
2_NA_peak_24929_lociStitched	8	143246308	143247091	2	4	852.9219
2_NA_peak_6630_lociStitched	12	110501092	110501875	2	4	1431.5589
2_NA_peak_17512_lociStitched	3	19946805	19947588	2	4	2508.8886
2_NA_peak_11673_lociStitched	17	81666338	81667121	2	4	1042.6428
2_NA_peak_2290_lociStitched	1	174204863	174205646	2	4	706.4226
2_NA_peak_6652_lociStitched	12	111685566	111686349	2	4	1538.5167
2_NA_peak_19022_lociStitched	4	7042903	7043686	2	4	262.3833
2_NA_peak_6754_lociStitched	12	121143542	121144324	2	4	666.8896
2_NA_peak_5235_lociStitched	11	102919858	102920639	2	4	808.9598
2_NA_peak_18374_lociStitched	3	129855523	129856304	2	4	663.7719
2_NA_peak_5665_lociStitched	12	8156747	8157528	2	4	1653.9237
2_NA_peak_12223_lociStitched	18	79523491	79524271	2	4	675.012
2_NA_peak_20345_lociStitched	5	60538875	60539654	2	4	264.4705
2_NA_peak_6573_lociStitched	12	107760838	107761617	2	4	1002.8067
2_NA_peak_10567_lociStitched	17	10114194	10114973	2	4	1559.0127
2_NA_peak_23113_lociStitched	7	87152113	87152892	2	4	1254.8132
2_NA_peak_4332_lociStitched	11	10401512	10402291	2	4	809.5368
2_NA_peak_17908_lociStitched	3	53269683	53270461	2	4	1460.5394
2_NA_peak_18255_lociStitched	3	122066310	122067088	2	4	659.5884
2_NA_peak_17068_lociStitched	22	38397242	38398020	2	4	905.1252
2_NA_peak_16764_lociStitched	22	18000889	18001667	2	4	983.0808
2_NA_peak_17149_lociStitched	22	41285887	41286665	2	4	578.9876
2_NA_peak_13962_lociStitched	2	32356821	32357599	2	4	1693.317
2_NA_peak_14267_lociStitched	2	64767459	64768236	2	4	1854.8544
2_NA_peak_6020_lociStitched	12	48716504	48717281	2	4	2127.5814
2_NA_peak_20598_lociStitched	5	98928557	98929334	2	4	1309.3227
2_NA_peak_17472_lociStitched	3	15601429	15602205	2	4	697.7016
2_NA_peak_6661_lociStitched	12	112012860	112013636	2	4	930.5016
2_NA_peak_5185_lociStitched	11	93741276	93742051	2	4	1398.0225
2_NA_peak_11758_lociStitched	18	3012980	3013755	2	4	1325.87
2_NA_peak_1136_lociStitched	1	54764299	54765073	2	4	1422.3024
2_NA_peak_9772_lociStitched	16	30747984	30748758	2	4	614.0142
2_NA_peak_4366_lociStitched	11	13668180	13668953	2	4	879.7513
2_NA_peak_5618_lociStitched	12	6723752	6724525	2	4	1011.7797
2_NA_peak_9939_lociStitched	16	57185791	57186563	2	4	1256.9704
2_NA_peak_18151_lociStitched	3	109256904	109257676	2	4	989.3952
2_NA_peak_7620_lociStitched	14	22556071	22556843	2	4	1257.4336
2_NA_peak_16522_lociStitched	21	33993421	33994193	2	4	1042.586
2_NA_peak_5735_lociStitched	12	10721746	10722517	2	4	2177.4582
2_NA_peak_404_lociStitched	1	19124555	19125326	2	4	1364.4387
2_NA_peak_2719_lociStitched	1	225427799	225428570	2	4	1295.3571
2_NA_peak_17516_lociStitched	3	20060479	20061250	2	4	533.6091
2_NA_peak_1433_lociStitched	1	94755331	94756102	2	4	581.7966
2_NA_peak_20502_lociStitched	5	78360233	78361004	2	4	1316.4054
2_NA_peak_24736_lociStitched	8	129059026	129059796	2	4	2041.886
2_NA_peak_9541_lociStitched	16	15912328	15913098	2	4	734.272
2_NA_peak_3115_lociStitched	10	12419355	12420125	2	4	771.155
2_NA_peak_12488_lociStitched	19	7903398	7904168	2	4	1072.071
2_NA_peak_8843_lociStitched	15	65583513	65584283	2	4	1327.788
2_NA_peak_16947_lociStitched	22	30442205	30442974	2	4	321.2882
2_NA_peak_18488_lociStitched	3	143001773	143002542	2	4	1676.2662
2_NA_peak_24532_lociStitched	8	116085509	116086278	2	4	1302.9936
2_NA_peak_26141_lociStitched	KI270728.1	1791536	1792305	2	4	558.4478
2_NA_peak_12837_lociStitched	19	18521896	18522665	2	4	923.9535
2_NA_peak_20842_lociStitched	5	151771295	151772064	2	4	540.1456
2_NA_peak_23627_lociStitched	8	29737277	29738045	2	4	602.6496
2_NA_peak_16015_lociStitched	20	35742023	35742791	2	4	4316.4672
2_NA_peak_26773_lociStitched	X	74614402	74615170	2	4	2366.6688
2_NA_peak_4589_lociStitched	11	47642265	47643033	2	4	1422.8736
2_NA_peak_21368_lociStitched	6	25138523	25139289	2	4	1112.7682
2_NA_peak_14980_lociStitched	2	161077152	161077918	2	4	554.2776
2_NA_peak_10322_lociStitched	17	882261	883027	2	4	482.58
2_NA_peak_14527_lociStitched	2	95991695	95992461	2	4	983.927
2_NA_peak_22188_lociStitched	6	110944555	110945320	2	4	1844.9505
2_NA_peak_11458_lociStitched	17	73192466	73193231	2	4	920.448
2_NA_peak_18840_lociStitched	3	190345288	190346053	2	4	702.729
2_NA_peak_9803_lociStitched	16	31202273	31203037	2	4	748.8728
2_NA_peak_3027_lociStitched	10	5889668	5890432	2	4	879.2112
2_NA_peak_21429_lociStitched	6	26537761	26538525	2	4	1461.15
2_NA_peak_11675_lociStitched	17	81683487	81684251	2	4	1007.7924
2_NA_peak_17288_lociStitched	22	50111868	50112632	2	4	759.416
2_NA_peak_3730_lociStitched	10	88990988	88991752	2	4	1070.0584
2_NA_peak_24179_lociStitched	8	90645984	90646748	2	4	3041.2548
2_NA_peak_2391_lociStitched	1	185316905	185317669	2	4	1537.0152
2_NA_peak_3563_lociStitched	10	69123625	69124389	2	4	1539.0016
2_NA_peak_24357_lociStitched	8	102367816	102368579	2	4	2190.8019
2_NA_peak_11360_lociStitched	17	63983592	63984355	2	4	843.4202
2_NA_peak_17962_lociStitched	3	63863535	63864298	2	4	2139.0705
2_NA_peak_5648_lociStitched	12	7189345	7190108	2	4	733.0141
2_NA_peak_15143_lociStitched	2	186485906	186486668	2	4	2322.195
2_NA_peak_6780_lociStitched	12	121672253	121673015	2	4	2040.7884
2_NA_peak_3556_lociStitched	10	68988220	68988982	2	4	564.7944
2_NA_peak_21676_lociStitched	6	34756924	34757686	2	4	1652.9304
2_NA_peak_19629_lociStitched	4	108620124	108620886	2	4	1362.837
2_NA_peak_12492_lociStitched	19	7943459	7944221	2	4	1576.197
2_NA_peak_4787_lociStitched	11	64878246	64879008	2	4	933.6786
2_NA_peak_23154_lociStitched	7	97117263	97118025	2	4	359.2068
2_NA_peak_25938_lociStitched	9	134135638	134136399	2	4	877.3569
2_NA_peak_14223_lociStitched	2	62195887	62196648	2	4	1254.8129
2_NA_peak_17529_lociStitched	3	23916751	23917512	2	4	1612.4068
2_NA_peak_18258_lociStitched	3	122232601	122233362	2	4	469.537
2_NA_peak_697_lociStitched	1	32013247	32014008	2	4	2159.3375
2_NA_peak_11406_lociStitched	17	66191792	66192552	2	4	1092.196
2_NA_peak_7363_lociStitched	13	72781632	72782392	2	4	1388.292
2_NA_peak_25139_lociStitched	9	21802743	21803503	2	4	738.036
2_NA_peak_10441_lociStitched	17	5485913	5486673	2	4	1958.596
2_NA_peak_22414_lociStitched	6	139919333	139920092	2	4	633.8409
2_NA_peak_23525_lociStitched	8	6406396	6407155	2	4	561.1287
2_NA_peak_6539_lociStitched	12	104063947	104064706	2	4	733.3458
2_NA_peak_3143_lociStitched	10	14837771	14838530	2	4	1013.1132
2_NA_peak_204_lociStitched	1	7549120	7549879	2	4	3110.6097
2_NA_peak_630_lociStitched	1	28328690	28329448	2	4	2224.5784
2_NA_peak_14954_lociStitched	2	159286498	159287256	2	4	844.3362
2_NA_peak_19989_lociStitched	4	184649196	184649954	2	4	903.0054
2_NA_peak_19092_lociStitched	4	17810489	17811247	2	4	1910.6148
2_NA_peak_10081_lociStitched	16	70380379	70381136	2	4	875.9247
2_NA_peak_9661_lociStitched	16	27549629	27550386	2	4	3347.1512
2_NA_peak_9689_lociStitched	16	28862849	28863606	2	4	1144.7354
2_NA_peak_18676_lociStitched	3	171959795	171960552	2	4	896.5151
2_NA_peak_24998_lociStitched	8	144428014	144428770	2	4	2354.184
2_NA_peak_26904_lociStitched	X	120561344	120562100	2	4	832.6584
2_NA_peak_6892_lociStitched	12	130871700	130872456	2	4	2539.8576
2_NA_peak_23992_lociStitched	8	67647751	67648507	2	4	1008.9576
2_NA_peak_26234_lociStitched	X	3738341	3739096	2	4	414.344
2_NA_peak_23419_lociStitched	7	143381017	143381772	2	4	847.714
2_NA_peak_16859_lociStitched	22	23141700	23142455	2	4	1701.77
2_NA_peak_10904_lociStitched	17	38752180	38752934	2	4	944.8374
2_NA_peak_641_lociStitched	1	28552635	28553389	2	4	1020.9914
2_NA_peak_11632_lociStitched	17	80146933	80147687	2	4	1044.3654
2_NA_peak_22177_lociStitched	6	110687259	110688013	2	4	938.4284
2_NA_peak_12558_lociStitched	19	10403153	10403907	2	4	1517.8774
2_NA_peak_10132_lociStitched	16	74666663	74667416	2	4	1464.0579
2_NA_peak_17099_lociStitched	22	39319381	39320134	2	4	1347.117
2_NA_peak_7929_lociStitched	14	64503423	64504176	2	4	2176.2453
2_NA_peak_25207_lociStitched	9	35489607	35490359	2	4	877.208
2_NA_peak_2293_lociStitched	1	174788827	174789579	2	4	454.8848
2_NA_peak_16766_lociStitched	22	18077603	18078355	2	4	735.5312
2_NA_peak_16801_lociStitched	22	20116869	20117621	2	4	1606.1968
2_NA_peak_14861_lociStitched	2	143128869	143129621	2	4	729.816
2_NA_peak_16591_lociStitched	21	38805426	38806177	2	4	1305.6886
2_NA_peak_2277_lociStitched	1	173476870	173477621	2	4	1038.4828
2_NA_peak_23333_lociStitched	7	127651619	127652370	2	4	873.7885
2_NA_peak_8008_lociStitched	14	70980559	70981310	2	4	909.3108
2_NA_peak_20578_lociStitched	5	91379968	91380719	2	4	2416.2674
2_NA_peak_11628_lociStitched	17	79996920	79997671	2	4	656.5993
2_NA_peak_23777_lociStitched	8	52481738	52482489	2	4	778.3364
2_NA_peak_27036_lociStitched	X	154397952	154398703	2	4	1337.531
2_NA_peak_6360_lociStitched	12	71663645	71664395	2	4	1948.2
2_NA_peak_23830_lociStitched	8	56559460	56560210	2	4	957.525
2_NA_peak_15086_lociStitched	2	177212236	177212986	2	4	7288.725
2_NA_peak_24595_lociStitched	8	120836170	120836920	2	4	1255.725
2_NA_peak_25972_lociStitched	9	136482901	136483651	2	4	2501.85
2_NA_peak_19465_lociStitched	4	83034593	83035342	2	4	932.9544
2_NA_peak_23600_lociStitched	8	25184933	25185682	2	4	523.7757
2_NA_peak_23781_lociStitched	8	52985961	52986709	2	4	1034.3344
2_NA_peak_649_lociStitched	1	28668541	28669289	2	4	2140.1776
2_NA_peak_14197_lociStitched	2	60867493	60868241	2	4	541.7764
2_NA_peak_413_lociStitched	1	19485388	19486136	2	4	1668.04
2_NA_peak_22956_lociStitched	7	44885141	44885889	2	4	1908.0732
2_NA_peak_1570_lociStitched	1	113811940	113812688	2	4	1405.9408
2_NA_peak_20662_lociStitched	5	126776624	126777371	2	4	505.1214
2_NA_peak_22059_lociStitched	6	89081200	89081947	2	4	2610.3915
2_NA_peak_8944_lociStitched	15	73951750	73952496	2	4	936.0808
2_NA_peak_8574_lociStitched	15	41804690	41805436	2	4	1180.0228
2_NA_peak_22555_lociStitched	6	156347573	156348319	2	4	491.5394
2_NA_peak_13628_lociStitched	19	57389422	57390168	2	4	1634.7844
2_NA_peak_22458_lociStitched	6	144095393	144096139	2	4	1410.9098
2_NA_peak_11288_lociStitched	17	59707091	59707836	2	4	1848.5685
2_NA_peak_22227_lociStitched	6	116370762	116371507	2	4	1329.676
2_NA_peak_10595_lociStitched	17	16267966	16268711	2	4	661.6345
2_NA_peak_26756_lociStitched	X	71532573	71533317	2	4	708.5856
2_NA_peak_18636_lociStitched	3	160565291	160566035	2	4	2443.4448
2_NA_peak_15031_lociStitched	2	171407189	171407933	2	4	1298.5776
2_NA_peak_16142_lociStitched	20	47357220	47357964	2	4	2216.4504
2_NA_peak_14588_lociStitched	2	99155099	99155842	2	4	1162.2749
2_NA_peak_17655_lociStitched	3	40971284	40972027	2	4	754.5908
2_NA_peak_25120_lociStitched	9	20683741	20684484	2	4	761.6493
2_NA_peak_5136_lociStitched	11	85628147	85628890	2	4	652.354
2_NA_peak_22638_lociStitched	6	166382715	166383458	2	4	853.6327
2_NA_peak_2846_lociStitched	1	234980666	234981408	2	4	1645.6818
2_NA_peak_26095_lociStitched	KI270333.1	330	1072	2	4	711.2812
2_NA_peak_10264_lociStitched	16	88936437	88937179	2	4	660.6768
2_NA_peak_7715_lociStitched	14	32076477	32077219	2	4	1299.5388
2_NA_peak_21448_lociStitched	6	27518554	27519295	2	4	790.4247
2_NA_peak_18606_lociStitched	3	157159774	157160515	2	4	5167.2894
2_NA_peak_14500_lociStitched	2	88691253	88691994	2	4	618.4386
2_NA_peak_16879_lociStitched	22	24140145	24140886	2	4	2432.1843
2_NA_peak_61_lociStitched	1	1746240	1746981	2	4	6497.3844
2_NA_peak_4600_lociStitched	11	50412159	50412900	2	4	335.3766
2_NA_peak_18247_lociStitched	3	121545657	121546397	2	4	802.456
2_NA_peak_14891_lociStitched	2	151200658	151201398	2	4	1420.8
2_NA_peak_11209_lociStitched	17	50865891	50866631	2	4	916.86
2_NA_peak_7452_lociStitched	13	95676739	95677479	2	4	975.616
2_NA_peak_18329_lociStitched	3	128051879	128052619	2	4	891.996
2_NA_peak_17768_lociStitched	3	47475415	47476155	2	4	801.198
2_NA_peak_7700_lociStitched	14	31026089	31026829	2	4	2809.854
2_NA_peak_6804_lociStitched	12	122646548	122647288	2	4	1449.586
2_NA_peak_9202_lociStitched	15	90994209	90994949	2	4	1655.454
2_NA_peak_17093_lociStitched	22	39117218	39117957	2	4	1161.4863
2_NA_peak_1626_lociStitched	1	117929385	117930124	2	4	1083.8913
2_NA_peak_24095_lociStitched	8	81841980	81842719	2	4	2312.4788
2_NA_peak_13985_lociStitched	2	36966315	36967054	2	4	858.0529
2_NA_peak_13941_lociStitched	2	29528953	29529692	2	4	550.7028
2_NA_peak_1358_lociStitched	1	87151732	87152471	2	4	940.8948
2_NA_peak_11721_lociStitched	17	82716307	82717046	2	4	438.0792
2_NA_peak_13064_lociStitched	19	37317340	37318079	2	4	980.5052
2_NA_peak_20406_lociStitched	5	69217149	69217888	2	4	1000.7538
2_NA_peak_15154_lociStitched	2	187509897	187510636	2	4	1230.1394
2_NA_peak_6529_lociStitched	12	102182338	102183077	2	4	658.8924
2_NA_peak_16153_lociStitched	20	48722689	48723428	2	4	909.2656
2_NA_peak_17074_lociStitched	22	38569950	38570689	2	4	571.6904
2_NA_peak_1898_lociStitched	1	151281609	151282347	2	4	1421.3142
2_NA_peak_19197_lociStitched	4	39527170	39527908	2	4	650.6208
2_NA_peak_1372_lociStitched	1	88992536	88993274	2	4	1533.3426
2_NA_peak_23970_lociStitched	8	66666967	66667704	2	4	2410.0637
2_NA_peak_11314_lociStitched	17	60677319	60678056	2	4	610.8256
2_NA_peak_26908_lociStitched	X	120629840	120630577	2	4	671.5544
2_NA_peak_3891_lociStitched	10	101973934	101974670	2	4	553.3984
2_NA_peak_24739_lociStitched	8	129303216	129303952	2	4	894.976
2_NA_peak_19558_lociStitched	4	98995184	98995920	2	4	669.3184
2_NA_peak_25289_lociStitched	9	42350395	42351131	2	4	757.344
2_NA_peak_4296_lociStitched	11	7512802	7513538	2	4	1030.9888
2_NA_peak_22593_lociStitched	6	158686593	158687329	2	4	1471.3376
2_NA_peak_18190_lociStitched	3	113696444	113697180	2	4	1191.5104
2_NA_peak_15004_lociStitched	2	168246779	168247515	2	4	716.6432
2_NA_peak_7282_lociStitched	13	49996552	49997287	2	4	1937.8275
2_NA_peak_17636_lociStitched	3	39260701	39261436	2	4	926.835
2_NA_peak_20500_lociStitched	5	78294469	78295204	2	4	1351.812
2_NA_peak_20573_lociStitched	5	90409547	90410281	2	4	798.8856
2_NA_peak_16497_lociStitched	21	32771565	32772299	2	4	1083.5308
2_NA_peak_4112_lociStitched	10	130110732	130111466	2	4	968.8066
2_NA_peak_18366_lociStitched	3	129439772	129440506	2	4	1394.3798
2_NA_peak_5927_lociStitched	12	31875199	31875933	2	4	1066.2084
2_NA_peak_26840_lociStitched	X	103686552	103687286	2	4	1467.5596
2_NA_peak_17226_lociStitched	22	45163616	45164350	2	4	1262.0396
2_NA_peak_19155_lociStitched	4	37758109	37758843	2	4	751.8362
2_NA_peak_21220_lociStitched	6	12363363	12364097	2	4	822.5204
2_NA_peak_26302_lociStitched	X	14872949	14873683	2	4	328.9054
2_NA_peak_3867_lociStitched	10	100912421	100913154	2	4	661.7524
2_NA_peak_22541_lociStitched	6	155314261	155314994	2	4	741.2829
2_NA_peak_8642_lociStitched	15	45402004	45402737	2	4	993.5815
2_NA_peak_14448_lociStitched	2	85538894	85539627	2	4	2489.9277
2_NA_peak_8356_lociStitched	14	105419618	105420351	2	4	897.7784
2_NA_peak_11741_lociStitched	18	657154	657886	2	4	754.5456
2_NA_peak_13745_lociStitched	2	9423220	9423952	2	4	1221.6348
2_NA_peak_20423_lociStitched	5	70451062	70451793	2	4	568.718
2_NA_peak_3749_lociStitched	10	90931334	90932065	2	4	566.4519
2_NA_peak_16020_lociStitched	20	35954103	35954834	2	4	2403.9666
2_NA_peak_1011_lociStitched	1	45608629	45609360	2	4	1644.2383
2_NA_peak_6064_lociStitched	12	50167095	50167826	2	4	906.2938
2_NA_peak_26911_lociStitched	X	123732672	123733402	2	4	606.557
2_NA_peak_10079_lociStitched	16	70346407	70347137	2	4	2474.043
2_NA_peak_23766_lociStitched	8	51898916	51899646	2	4	4163.555
2_NA_peak_1880_lociStitched	1	150876398	150877128	2	4	1020.321
2_NA_peak_24207_lociStitched	8	94553220	94553949	2	4	1745.0802
2_NA_peak_1737_lociStitched	1	145094385	145095114	2	4	505.8531
2_NA_peak_22490_lociStitched	6	149317169	149317898	2	4	2313.3357
2_NA_peak_13286_lociStitched	19	45692114	45692843	2	4	1842.4017
2_NA_peak_13242_lociStitched	19	44846502	44847230	2	4	1441.8768
2_NA_peak_21768_lociStitched	6	41768790	41769518	2	4	1084.6472
2_NA_peak_147_lociStitched	1	3856828	3857556	2	4	1262.9344
2_NA_peak_24184_lociStitched	8	91069790	91070518	2	4	3294.2728
2_NA_peak_6982_lociStitched	13	22114427	22115155	2	4	1838.2728
2_NA_peak_22298_lociStitched	6	129683889	129684617	2	4	1190.3528
2_NA_peak_15320_lociStitched	2	207142935	207143663	2	4	940.3576
2_NA_peak_18538_lociStitched	3	150763037	150763765	2	4	1920.3184
2_NA_peak_10546_lociStitched	17	8435520	8436248	2	4	1908.7432
2_NA_peak_5804_lociStitched	12	15628517	15629245	2	4	610.8648
2_NA_peak_13291_lociStitched	19	45792579	45793307	2	4	480.844
2_NA_peak_20113_lociStitched	5	32276364	32277091	2	4	1333.9723
2_NA_peak_14978_lociStitched	2	160666141	160666868	2	4	1872.3885
2_NA_peak_3067_lociStitched	10	8332243	8332970	2	4	543.7233
2_NA_peak_9950_lociStitched	16	57550166	57550893	2	4	1119.5073
2_NA_peak_6164_lociStitched	12	54324573	54325300	2	4	694.4304
2_NA_peak_3818_lociStitched	10	96651759	96652486	2	4	1106.2759
2_NA_peak_14534_lociStitched	2	96208570	96209296	2	4	1055.967
2_NA_peak_8050_lociStitched	14	74762784	74763510	2	4	2506.878
2_NA_peak_22279_lociStitched	6	125918757	125919483	2	4	1032.8076
2_NA_peak_11981_lociStitched	18	35581271	35581997	2	4	671.55
2_NA_peak_20622_lociStitched	5	109656633	109657359	2	4	545.8068
2_NA_peak_25246_lociStitched	9	36487420	36488145	2	4	667.5075
2_NA_peak_12323_lociStitched	19	2269859	2270584	2	4	1230.325
2_NA_peak_13147_lociStitched	19	40750255	40750980	2	4	1669.1675
2_NA_peak_25190_lociStitched	9	34329095	34329820	2	4	2365.4575
2_NA_peak_14425_lociStitched	2	84515965	84516690	2	4	535.2675
2_NA_peak_19680_lociStitched	4	119212190	119212914	2	4	872.5648
2_NA_peak_26897_lociStitched	X	119871276	119872000	2	4	669.7
2_NA_peak_18326_lociStitched	3	127800290	127801014	2	4	1072.8956
2_NA_peak_13879_lociStitched	2	26345621	26346344	2	4	1013.646
2_NA_peak_6282_lociStitched	12	63293985	63294708	2	4	865.431
2_NA_peak_20449_lociStitched	5	72955606	72956329	2	4	503.4972
2_NA_peak_8014_lociStitched	14	71398772	71399495	2	4	747.7266
2_NA_peak_23068_lociStitched	7	75711664	75712386	2	4	520.7786
2_NA_peak_4522_lociStitched	11	44065951	44066673	2	4	1236.6416
2_NA_peak_18982_lociStitched	4	2468767	2469488	2	4	1266.797
2_NA_peak_13003_lociStitched	19	34999846	35000567	2	4	1278.5493
2_NA_peak_17160_lociStitched	22	41620828	41621549	2	4	2294.0778
2_NA_peak_11930_lociStitched	18	26190644	26191365	2	4	370.3777
2_NA_peak_18549_lociStitched	3	151769860	151770581	2	4	807.8805
2_NA_peak_11333_lociStitched	17	62652284	62653004	2	4	1046.376
2_NA_peak_25752_lociStitched	9	125241080	125241800	2	4	1499.904
2_NA_peak_21309_lociStitched	6	17987383	17988103	2	4	303.264
2_NA_peak_11554_lociStitched	17	76600181	76600901	2	4	474.408
2_NA_peak_24582_lociStitched	8	120083601	120084321	2	4	1388.88
2_NA_peak_6068_lociStitched	12	50353538	50354257	2	4	556.2903
2_NA_peak_14880_lociStitched	2	147843997	147844716	2	4	534.1451
2_NA_peak_2891_lociStitched	1	243495665	243496384	2	4	1144.648
2_NA_peak_8470_lociStitched	15	31326302	31327020	2	4	995.7224
2_NA_peak_19687_lociStitched	4	121823444	121824162	2	4	613.9618
2_NA_peak_583_lociStitched	1	27366059	27366777	2	4	734.5858
2_NA_peak_11723_lociStitched	17	82859215	82859933	2	4	2291.2816
2_NA_peak_25062_lociStitched	9	4740829	4741547	2	4	1209.83
2_NA_peak_4751_lociStitched	11	64165843	64166561	2	4	588.401
2_NA_peak_20012_lociStitched	5	271166	271884	2	4	1311.068
2_NA_peak_12325_lociStitched	19	2289504	2290222	2	4	612.0232
2_NA_peak_22844_lociStitched	7	29684607	29685325	2	4	446.3088
2_NA_peak_18692_lociStitched	3	172750178	172750896	2	4	1010.8722
2_NA_peak_1329_lociStitched	1	84506035	84506753	2	4	1316.5966
2_NA_peak_18168_lociStitched	3	112119321	112120038	2	4	502.1151
2_NA_peak_22935_lociStitched	7	43553900	43554617	2	4	393.4896
2_NA_peak_17973_lociStitched	3	69051997	69052714	2	4	2624.4351
2_NA_peak_7900_lociStitched	14	60248832	60249549	2	4	2246.0025
2_NA_peak_19890_lociStitched	4	163494182	163494899	2	4	1598.5515
2_NA_peak_20126_lociStitched	5	33440435	33441151	2	4	998.82
2_NA_peak_14329_lociStitched	2	69829318	69830034	2	4	904.5944
2_NA_peak_19843_lociStitched	4	152535831	152536547	2	4	2254.4692
2_NA_peak_5108_lociStitched	11	78350265	78350981	2	4	1086.172
2_NA_peak_18251_lociStitched	3	121834805	121835521	2	4	887.84
2_NA_peak_26354_lociStitched	X	20141575	20142291	2	4	2663.878
2_NA_peak_17980_lociStitched	3	69330749	69331465	2	4	2082.486
2_NA_peak_3531_lociStitched	10	63629992	63630708	2	4	668.386
2_NA_peak_19341_lociStitched	4	69760658	69761374	2	4	821.968
2_NA_peak_12217_lociStitched	18	79068885	79069600	2	4	1464.9635
2_NA_peak_13490_lociStitched	19	52397451	52398166	2	4	522.379
2_NA_peak_21750_lociStitched	6	41028422	41029137	2	4	1332.8315
2_NA_peak_19126_lociStitched	4	26273949	26274664	2	4	1124.6235
2_NA_peak_2176_lociStitched	1	163321373	163322087	2	4	485.7342
2_NA_peak_4616_lociStitched	11	57712084	57712798	2	4	1552.8786
2_NA_peak_14123_lociStitched	2	48356884	48357598	2	4	1651.125
2_NA_peak_20107_lociStitched	5	31531803	31532517	2	4	505.3692
2_NA_peak_5693_lociStitched	12	9283781	9284495	2	4	760.1244
2_NA_peak_928_lociStitched	1	42681947	42682660	2	4	2531.4352
2_NA_peak_11144_lociStitched	17	47895652	47896365	2	4	1661.8604
2_NA_peak_20668_lociStitched	5	127704938	127705651	2	4	568.4749
2_NA_peak_95_lociStitched	1	2412360	2413073	2	4	2502.9865
2_NA_peak_93_lociStitched	1	2391348	2392061	2	4	3642.0753
2_NA_peak_12562_lociStitched	19	10502475	10503187	2	4	2084.9496
2_NA_peak_15420_lociStitched	2	222363993	222364705	2	4	963.7632
2_NA_peak_7341_lociStitched	13	60163579	60164291	2	4	655.8944
2_NA_peak_24600_lociStitched	8	121129839	121130551	2	4	1301.536
2_NA_peak_9716_lociStitched	16	29790241	29790953	2	4	852.1216
2_NA_peak_20128_lociStitched	5	33641976	33642688	2	4	529.728
2_NA_peak_6950_lociStitched	13	19863320	19864032	2	4	1550.024
2_NA_peak_1313_lociStitched	1	83818693	83819405	2	4	1070.7056
2_NA_peak_23595_lociStitched	8	23335760	23336471	2	4	624.6135
2_NA_peak_22363_lociStitched	6	136582880	136583591	2	4	1248.5871
2_NA_peak_4421_lociStitched	11	19240769	19241480	2	4	585.864
2_NA_peak_1149_lociStitched	1	58618647	58619358	2	4	617.6457
2_NA_peak_16094_lociStitched	20	44210582	44211293	2	4	1773.1629
2_NA_peak_3102_lociStitched	10	12068417	12069128	2	4	625.0401
2_NA_peak_1966_lociStitched	1	154463650	154464361	2	4	1099.6326
2_NA_peak_19383_lociStitched	4	74624597	74625308	2	4	717.5412
2_NA_peak_5577_lociStitched	12	4320769	4321480	2	4	558.7749
2_NA_peak_7596_lociStitched	14	21087345	21088055	2	4	882.104
2_NA_peak_6743_lociStitched	12	120686664	120687374	2	4	1165.891
2_NA_peak_20028_lociStitched	5	1495164	1495874	2	4	360.538
2_NA_peak_2520_lociStitched	1	203626347	203627057	2	4	815.79
2_NA_peak_5952_lociStitched	12	38904702	38905412	2	4	858.674
2_NA_peak_9790_lociStitched	16	31033097	31033807	2	4	1417.586
2_NA_peak_15462_lociStitched	2	230865351	230866061	2	4	585.395
2_NA_peak_25765_lociStitched	9	126533296	126534005	2	4	529.9066
2_NA_peak_20460_lociStitched	5	74098959	74099668	2	4	721.9038
2_NA_peak_23349_lociStitched	7	129224683	129225392	2	4	442.4869
2_NA_peak_1445_lociStitched	1	98871375	98872084	2	4	577.4805
2_NA_peak_24202_lociStitched	8	94419888	94420597	2	4	1336.8195
2_NA_peak_17883_lociStitched	3	52253185	52253893	2	4	646.8996
2_NA_peak_19347_lociStitched	4	70687970	70688678	2	4	879.6192
2_NA_peak_14041_lociStitched	2	42967749	42968457	2	4	1322.6856
2_NA_peak_15538_lociStitched	2	237085430	237086138	2	4	1534.8732
2_NA_peak_26831_lociStitched	X	103376220	103376928	2	4	511.176
2_NA_peak_251_lociStitched	1	9539013	9539720	2	4	2434.4131
2_NA_peak_14377_lociStitched	2	73385442	73386149	2	4	928.8566
2_NA_peak_4956_lociStitched	11	69241959	69242666	2	4	350.3185
2_NA_peak_24271_lociStitched	8	98116988	98117695	2	4	1215.6158
2_NA_peak_24936_lociStitched	8	143337490	143338197	2	4	596.4959
2_NA_peak_19307_lociStitched	4	56467107	56467814	2	4	1041.7645
