#NA_summits Enhancers
#Created from peak_called/NA_summits_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by mapped_sorted.bam
#Using cutoff of 6537.8504 for Super-Enhancers
#Created on mar 31 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam	enhancerRank	isSuper
7_NA_peak_4674_lociStitched	11	61816158	61835614	7	14	10305.8432	336	1
5_NA_peak_7688_lociStitched	14	24422316	24443172	5	10	10277.8368	337	1
4_NA_peak_10309_lociStitched	17	410551	419063	4	8	10271.4304	338	1
7_NA_peak_7793_lociStitched	14	49852471	49880146	7	14	10225.9125	339	1
4_NA_peak_23959_lociStitched	8	66113032	66124304	4	8	10224.8312	340	1
5_NA_peak_21268_lociStitched	6	14903577	14932588	5	10	10206.0698	341	1
4_NA_peak_11697_lociStitched	17	82206502	82228725	4	8	10204.8016	342	1
3_NA_peak_52_lociStitched	1	1505433	1511878	3	6	10186.3225	343	1
4_NA_peak_4467_lociStitched	11	33891582	33912833	4	8	10145.2274	344	1
3_NA_peak_9232_lociStitched	15	92900499	92904670	3	6	10140.1181	345	1
5_NA_peak_1013_lociStitched	1	45685922	45688320	5	10	10125.3152	346	1
7_NA_peak_10365_lociStitched	17	2393637	2401944	7	14	10118.7567	347	1
2_NA_peak_14048_lociStitched	2	43224401	43227139	2	4	10117.1838	348	1
3_NA_peak_25513_lociStitched	9	94157976	94167180	3	6	10104.1512	349	1
4_NA_peak_21386_lociStitched	6	26021216	26032778	4	8	10104.0318	350	1
2_NA_peak_12691_lociStitched	19	14006109	14007069	2	4	10089.984	351	1
3_NA_peak_2208_lociStitched	1	167616908	167630431	3	6	10086.8057	352	1
4_NA_peak_15322_lociStitched	2	207165392	207176883	4	8	10048.8795	353	1
4_NA_peak_10024_lociStitched	16	67833718	67858398	4	8	10039.824	354	1
3_NA_peak_41_lociStitched	1	1375069	1382699	3	6	10039.554	355	1
3_NA_peak_13697_lociStitched	19	58573215	58575619	3	6	10019.872	356	1
4_NA_peak_15565_lociStitched	2	238406202	238427240	4	8	9995.1538	357	1
3_NA_peak_26892_lociStitched	X	119679303	119692907	3	6	9981.2548	358	1
2_NA_peak_1127_lociStitched	1	54407988	54416845	2	4	9976.5248	359	1
5_NA_peak_14574_lociStitched	2	98444694	98465657	5	10	9965.8102	360	1
4_NA_peak_18705_lociStitched	3	177323253	177345562	4	8	9958.7376	361	1
4_NA_peak_3707_lociStitched	10	87083855	87095356	4	8	9954.1155	362	1
4_NA_peak_19175_lociStitched	4	38655034	38667642	4	8	9938.8864	363	1
5_NA_peak_15480_lociStitched	2	231544794	231557561	5	10	9937.8328	364	1
5_NA_peak_25815_lociStitched	9	128684025	128703608	5	10	9936.4142	365	1
2_NA_peak_24470_lociStitched	8	107447595	107457915	2	4	9897.912	366	1
4_NA_peak_18740_lociStitched	3	183234257	183265500	4	8	9825.9235	367	1
3_NA_peak_15211_lociStitched	2	196158735	196171186	3	6	9811.388	368	1
4_NA_peak_12979_lociStitched	19	33287390	33303508	4	8	9798.1322	369	1
3_NA_peak_21567_lociStitched	6	31652864	31666270	3	6	9790.4018	370	1
4_NA_peak_12821_lociStitched	19	18152266	18173531	4	8	9756.382	371	1
3_NA_peak_24158_lociStitched	8	89631545	89644158	3	6	9735.9747	372	1
4_NA_peak_1194_lociStitched	1	62425510	62436896	4	8	9731.6142	373	1
2_NA_peak_16410_lociStitched	21	8420151	8432260	2	4	9727.1597	374	1
5_NA_peak_5779_lociStitched	12	14272860	14284384	5	10	9725.1036	375	1
4_NA_peak_25729_lociStitched	9	124259614	124278597	4	8	9724.9909	376	1
3_NA_peak_514_lociStitched	1	25232917	25247270	3	6	9708.3692	377	1
3_NA_peak_13340_lociStitched	19	47507643	47521887	3	6	9683.0712	378	1
2_NA_peak_984_lociStitched	1	44775296	44784335	2	4	9679.8651	379	1
2_NA_peak_24745_lociStitched	8	129528228	129536503	2	4	9671.82	380	1
5_NA_peak_11452_lociStitched	17	72407047	72421665	5	10	9656.6508	381	1
3_NA_peak_12747_lociStitched	19	16070502	16086975	3	6	9635.0577	382	1
5_NA_peak_26451_lociStitched	X	40090202	40109624	5	10	9631.3698	383	1
3_NA_peak_13024_lociStitched	19	35745250	35758405	3	6	9628.1445	384	1
4_NA_peak_3392_lociStitched	10	42067287	42086530	4	8	9615.7271	385	1
2_NA_peak_24214_lociStitched	8	94822999	94832943	2	4	9594.9656	386	1
4_NA_peak_24931_lociStitched	8	143267711	143291193	4	8	9552.4776	387	1
4_NA_peak_7393_lociStitched	13	77326897	77345141	4	8	9545.2608	388	1
5_NA_peak_11001_lociStitched	17	42554992	42577990	5	10	9541.8702	389	1
3_NA_peak_14724_lociStitched	2	113218041	113235830	3	6	9540.2407	390	1
3_NA_peak_8838_lociStitched	15	65286569	65304549	3	6	9524.006	391	1
4_NA_peak_23979_lociStitched	8	66916738	66926115	4	8	9512.0288	392	1
4_NA_peak_4883_lociStitched	11	66616244	66619780	4	8	9503	393	1
4_NA_peak_7548_lociStitched	13	113208381	113215104	4	8	9501.6159	394	1
5_NA_peak_10342_lociStitched	17	1710214	1724461	5	10	9491.3514	395	1
3_NA_peak_11282_lociStitched	17	59365569	59382186	3	6	9488.307	396	1
3_NA_peak_17057_lociStitched	22	38172837	38181559	3	6	9478.1974	397	1
4_NA_peak_15430_lociStitched	2	224015020	224039573	4	8	9465.1815	398	1
2_NA_peak_7999_lociStitched	14	69760777	69767339	2	4	9465.0288	399	1
3_NA_peak_21170_lociStitched	6	7140978	7155420	3	6	9463.8426	400	1
4_NA_peak_18880_lociStitched	3	195895685	195907513	4	8	9436.3784	401	1
6_NA_peak_18721_lociStitched	3	179451143	179474035	6	12	9433.7932	402	1
3_NA_peak_8098_lociStitched	14	77028113	77040819	3	6	9429.1226	403	1
2_NA_peak_13326_lociStitched	19	47112504	47113526	2	4	9420.3872	404	1
3_NA_peak_8336_lociStitched	14	104678050	104695479	3	6	9397.7168	405	1
3_NA_peak_398_lociStitched	1	17431997	17439592	3	6	9395.7745	406	1
6_NA_peak_2001_lociStitched	1	155244269	155273889	6	12	9395.464	407	1
3_NA_peak_17105_lociStitched	22	39519844	39532593	3	6	9362.8656	408	1
5_NA_peak_6135_lociStitched	12	53366494	53380373	5	10	9359.9976	409	1
2_NA_peak_15305_lociStitched	2	206085727	206096771	2	4	9350.9548	410	1
4_NA_peak_18559_lociStitched	3	152257339	152269260	4	8	9338.9114	411	1
3_NA_peak_8849_lociStitched	15	65807831	65819630	3	6	9331.8291	412	1
2_NA_peak_24831_lociStitched	8	134712918	134720894	2	4	9316.7656	413	1
3_NA_peak_24870_lociStitched	8	141089800	141097075	3	6	9312	414	1
4_NA_peak_3041_lociStitched	10	6580116	6592572	4	8	9310.86	415	1
4_NA_peak_11969_lociStitched	18	35040047	35049644	4	8	9308.1303	416	1
3_NA_peak_24846_lociStitched	8	140104822	140118849	3	6	9302.7064	417	1
2_NA_peak_20918_lociStitched	5	172178459	172187956	2	4	9298.5127	418	1
5_NA_peak_10425_lociStitched	17	4967690	4998114	5	10	9291.4896	419	1
3_NA_peak_11069_lociStitched	17	44187077	44200535	3	6	9269.8704	420	1
5_NA_peak_16355_lociStitched	20	63948949	63981286	5	10	9254.8494	421	1
3_NA_peak_3916_lociStitched	10	102773763	102786330	3	6	9249.312	422	1
5_NA_peak_22567_lociStitched	6	157297769	157323998	5	10	9248.3454	423	1
3_NA_peak_7195_lociStitched	13	45329332	45341665	3	6	9242.3502	424	1
4_NA_peak_4826_lociStitched	11	65547094	65570657	4	8	9239.0523	425	1
5_NA_peak_12587_lociStitched	19	11090815	11094878	5	10	9237.2305	426	1
3_NA_peak_19506_lociStitched	4	88002716	88013673	3	6	9236.751	427	1
4_NA_peak_537_lociStitched	1	26126171	26137446	4	8	9216.185	428	1
4_NA_peak_5015_lociStitched	11	72806793	72815447	4	8	9207.856	429	1
2_NA_peak_54_lociStitched	1	1607160	1615636	2	4	9178.6604	430	1
2_NA_peak_9589_lociStitched	16	20900857	20911576	2	4	9164.745	431	1
4_NA_peak_11046_lociStitched	17	43350773	43368217	4	8	9142.4004	432	1
4_NA_peak_14160_lociStitched	2	55099788	55113316	4	8	9136.8112	433	1
3_NA_peak_4834_lociStitched	11	65640603	65662744	3	6	9102.1651	434	1
2_NA_peak_17903_lociStitched	3	53161621	53171292	2	4	9101.3781	435	1
5_NA_peak_17231_lociStitched	22	45310074	45336774	5	10	9099.36	436	1
3_NA_peak_16312_lociStitched	20	62617986	62628622	3	6	9081.0168	437	1
5_NA_peak_12319_lociStitched	19	2151274	2168725	5	10	9053.5788	438	1
3_NA_peak_18008_lociStitched	3	71581437	71583852	3	6	9038.379	439	1
4_NA_peak_2733_lociStitched	1	225999085	226002409	4	8	9031.9728	440	1
4_NA_peak_17209_lociStitched	22	44024494	44030973	4	8	9026.5428	441	1
3_NA_peak_23768_lociStitched	8	51962069	51973994	3	6	9026.0325	442	1
4_NA_peak_23450_lociStitched	7	150365789	150378679	4	8	9016.555	443	1
3_NA_peak_26441_lociStitched	X	39751194	39771510	3	6	9012.1776	444	1
2_NA_peak_2910_lociStitched	1	244969960	244970917	2	4	8977.0428	445	1
3_NA_peak_3870_lociStitched	10	100987279	101000543	3	6	8975.7488	446	1
4_NA_peak_9787_lociStitched	16	30948088	30957834	4	8	8974.1168	447	1
2_NA_peak_25867_lociStitched	9	130042614	130053763	2	4	8962.6811	448	1
3_NA_peak_18967_lociStitched	4	1712503	1723030	3	6	8957.4243	449	1
5_NA_peak_12448_lociStitched	19	6057147	6067147	5	10	8930	450	1
3_NA_peak_8607_lociStitched	15	43791960	43800804	3	6	8929.7868	451	1
4_NA_peak_7502_lociStitched	13	102773555	102780312	4	8	8915.8615	452	1
4_NA_peak_6605_lociStitched	12	109880149	109900405	4	8	8904.5376	453	1
4_NA_peak_8226_lociStitched	14	92531076	92549520	4	8	8884.4748	454	1
4_NA_peak_25548_lociStitched	9	98037941	98056900	4	8	8878.4997	455	1
2_NA_peak_11518_lociStitched	17	75779569	75785264	2	4	8877.9355	456	1
3_NA_peak_25036_lociStitched	9	272465	278211	3	6	8875.2716	457	1
2_NA_peak_5017_lociStitched	11	73141967	73153591	2	4	8869.112	458	1
5_NA_peak_24971_lociStitched	8	143977113	143986341	5	10	8845.9608	459	1
3_NA_peak_5709_lociStitched	12	9731628	9738908	3	6	8835.008	460	1
3_NA_peak_6432_lociStitched	12	89857236	89864647	3	6	8833.912	461	1
5_NA_peak_10701_lociStitched	17	26881407	26885478	5	10	8817.3789	462	1
3_NA_peak_19869_lociStitched	4	155667610	155681903	3	6	8817.3517	463	1
3_NA_peak_22341_lociStitched	6	135176990	135191998	3	6	8802.192	464	1
4_NA_peak_864_lociStitched	1	40034743	40040963	4	8	8798.19	465	1
3_NA_peak_4436_lociStitched	11	28107892	28110470	3	6	8789.691	466	1
2_NA_peak_18664_lociStitched	3	169764756	169773600	2	4	8744.9472	467	1
5_NA_peak_11777_lociStitched	18	3593668	3603224	5	10	8738.962	468	1
3_NA_peak_24347_lociStitched	8	101962340	101977667	3	6	8721.063	469	1
4_NA_peak_17381_lociStitched	3	9890284	9903110	4	8	8719.1148	470	1
2_NA_peak_1043_lociStitched	1	47231261	47241314	2	4	8716.9563	471	1
3_NA_peak_1123_lociStitched	1	54373479	54385301	3	6	8712.814	472	1
2_NA_peak_6162_lociStitched	12	54300370	54310803	2	4	8664.6065	473	1
5_NA_peak_21017_lociStitched	5	179622493	179634771	5	10	8660.9012	474	1
3_NA_peak_2885_lociStitched	1	243255265	243267890	3	6	8624.1375	475	1
4_NA_peak_21558_lociStitched	6	31575098	31587989	4	8	8616.3444	476	1
4_NA_peak_11961_lociStitched	18	32084606	32093035	4	8	8613.5951	477	1
3_NA_peak_25358_lociStitched	9	71629925	71648736	3	6	8611.6758	478	1
4_NA_peak_11393_lociStitched	17	64975273	64986344	4	8	8596.6315	479	1
3_NA_peak_2296_lociStitched	1	174989974	174999499	3	6	8593.455	480	1
4_NA_peak_24981_lociStitched	8	144125814	144148204	4	8	8586.565	481	1
4_NA_peak_26415_lociStitched	X	37745886	37763541	4	8	8575.0335	482	1
2_NA_peak_13606_lociStitched	19	56314767	56322417	2	4	8537.4	483	1
3_NA_peak_645_lociStitched	1	28642825	28648473	3	6	8522.832	484	1
2_NA_peak_12209_lociStitched	18	77054461	77065353	2	4	8509.9196	485	1
3_NA_peak_5045_lociStitched	11	74011640	74019066	3	6	8502.77	486	1
5_NA_peak_17308_lociStitched	22	50525397	50540051	5	10	8496.3892	487	1
3_NA_peak_678_lociStitched	1	31471520	31483254	3	6	8489.549	488	1
3_NA_peak_20694_lociStitched	5	132410761	132427319	3	6	8476.0402	489	1
3_NA_peak_1766_lociStitched	1	146168637	146184801	3	6	8469.936	490	1
3_NA_peak_10419_lociStitched	17	4939718	4949812	3	6	8468.866	491	1
3_NA_peak_297_lociStitched	1	11719651	11736302	3	6	8442.057	492	1
4_NA_peak_2751_lociStitched	1	226717882	226739023	4	8	8439.4872	493	1
4_NA_peak_7538_lociStitched	13	112574120	112588357	4	8	8422.6092	494	1
2_NA_peak_2363_lociStitched	1	183471554	183478911	2	4	8420.8222	495	1
4_NA_peak_24398_lociStitched	8	103353891	103371683	4	8	8419.1744	496	1
3_NA_peak_15545_lociStitched	2	237663217	237675234	3	6	8417.9085	497	1
4_NA_peak_15878_lociStitched	20	23350369	23362320	4	8	8397.9677	498	1
5_NA_peak_11652_lociStitched	17	80992040	81021196	5	10	8394.0124	499	1
4_NA_peak_5044_lociStitched	11	73980761	73994850	4	8	8388.5906	500	1
5_NA_peak_593_lociStitched	1	27659986	27673060	5	10	8383.0488	501	1
3_NA_peak_14440_lociStitched	2	85406510	85418584	3	6	8346.7562	502	1
3_NA_peak_10872_lociStitched	17	36535244	36545735	3	6	8327.7558	503	1
3_NA_peak_2572_lociStitched	1	206921721	206930871	3	6	8327.415	504	1
3_NA_peak_26358_lociStitched	X	20362674	20375104	3	6	8314.427	505	1
4_NA_peak_4613_lociStitched	11	57657329	57668177	4	8	8293.296	506	1
4_NA_peak_21636_lociStitched	6	33288806	33299929	4	8	8276.6243	507	1
3_NA_peak_24156_lociStitched	8	89550593	89564271	3	6	8258.7764	508	1
3_NA_peak_239_lociStitched	1	9083724	9093529	3	6	8251.888	509	1
3_NA_peak_24762_lociStitched	8	130064679	130068781	3	6	8239.6874	510	1
3_NA_peak_10055_lociStitched	16	69381021	69396443	3	6	8227.637	511	1
2_NA_peak_10966_lociStitched	17	41678883	41689095	2	4	8220.66	512	1
2_NA_peak_27059_lociStitched	X	156025357	156030553	2	4	8212.278	513	1
3_NA_peak_572_lociStitched	1	27099189	27110895	3	6	8173.1292	514	1
3_NA_peak_3972_lociStitched	10	110859815	110872101	3	6	8171.4186	515	1
3_NA_peak_26194_lociStitched	X	1232622	1250212	3	6	8158.242	516	1
3_NA_peak_871_lociStitched	1	40251503	40258531	3	6	8157.3996	517	1
4_NA_peak_14754_lociStitched	2	119355683	119367159	4	8	8155.9932	518	1
4_NA_peak_18144_lociStitched	3	108124776	108132638	4	8	8149.7492	519	1
4_NA_peak_18889_lociStitched	3	196111862	196123150	4	8	8142.0344	520	1
4_NA_peak_23371_lociStitched	7	135147836	135170594	4	8	8138.2608	521	1
3_NA_peak_2200_lociStitched	1	167220359	167230263	3	6	8108.4048	522	1
7_NA_peak_4160_lociStitched	11	308558	321149	7	14	8098.5312	523	1
3_NA_peak_22627_lociStitched	6	163405894	163415257	3	6	8095.2498	524	1
2_NA_peak_7299_lociStitched	13	50909991	50917573	2	4	8040.711	525	1
3_NA_peak_501_lociStitched	1	24762783	24770911	3	6	8030.464	526	1
4_NA_peak_13677_lociStitched	19	58380896	58387539	4	8	8030.0584	527	1
2_NA_peak_24433_lociStitched	8	105572685	105585178	2	4	8024.2539	528	1
5_NA_peak_7666_lociStitched	14	24132455	24147654	5	10	8015.9526	529	1
3_NA_peak_12315_lociStitched	19	2085197	2096455	3	6	8014.5702	530	1
4_NA_peak_4474_lociStitched	11	34045277	34052867	4	8	8014.281	531	1
3_NA_peak_25_lociStitched	1	1172135	1183124	3	6	8009.8821	532	1
2_NA_peak_4930_lociStitched	11	68031119	68040839	2	4	7998.588	533	1
3_NA_peak_21370_lociStitched	6	25167123	25179803	3	6	7988.4	534	1
4_NA_peak_2336_lociStitched	1	181022655	181044670	4	8	7967.2285	535	1
5_NA_peak_16642_lociStitched	21	42496118	42514407	5	10	7966.6884	536	1
3_NA_peak_14894_lociStitched	2	151289026	151297984	3	6	7959.183	537	1
2_NA_peak_446_lociStitched	1	21904658	21909864	2	4	7954.2474	538	1
4_NA_peak_6869_lociStitched	12	124863759	124881238	4	8	7951.1971	539	1
2_NA_peak_8110_lociStitched	14	77588826	77594445	2	4	7948.0755	540	1
3_NA_peak_1807_lociStitched	1	148620634	148634416	3	6	7930.1628	541	1
3_NA_peak_24395_lociStitched	8	103325264	103338172	3	6	7924.2212	542	1
4_NA_peak_17875_lociStitched	3	52109592	52122515	4	8	7919.2144	543	1
3_NA_peak_14316_lociStitched	2	68765043	68777023	3	6	7917.582	544	1
4_NA_peak_2145_lociStitched	1	161381890	161399578	4	8	7911.8424	545	1
3_NA_peak_26508_lociStitched	X	42942685	42955066	3	6	7908.9828	546	1
3_NA_peak_196_lociStitched	1	6912066	6918870	3	6	7895.3616	547	1
3_NA_peak_14021_lociStitched	2	40814426	40823961	3	6	7886.3985	548	1
5_NA_peak_11711_lociStitched	17	82519342	82536873	5	10	7885.4438	549	1
5_NA_peak_21795_lociStitched	6	43053598	43077205	5	10	7880.0166	550	1
4_NA_peak_18903_lociStitched	3	196553861	196568875	4	8	7864.3332	551	1
5_NA_peak_4177_lociStitched	11	568961	596191	5	10	7864.024	552	1
3_NA_peak_4212_lociStitched	11	1889732	1905876	3	6	7863.7424	553	1
2_NA_peak_6071_lociStitched	12	50505200	50517033	2	4	7853.5621	554	1
5_NA_peak_13373_lociStitched	19	48468657	48493733	5	10	7846.2804	555	1
2_NA_peak_24758_lociStitched	8	130005288	130016458	2	4	7845.808	556	1
5_NA_peak_21053_lociStitched	5	181160369	181192016	5	10	7835.7972	557	1
3_NA_peak_12268_lociStitched	19	1088394	1104367	3	6	7820.3808	558	1
4_NA_peak_4074_lociStitched	10	125147570	125160221	4	8	7819.5831	559	1
4_NA_peak_6861_lociStitched	12	124543597	124551423	4	8	7813.4784	560	1
3_NA_peak_611_lociStitched	1	27931500	27944244	3	6	7800.6024	561	1
2_NA_peak_18937_lociStitched	3	197950046	197960409	2	4	7795.0486	562	1
2_NA_peak_17198_lociStitched	22	43143173	43152895	2	4	7794.1274	563	1
3_NA_peak_969_lociStitched	1	44472932	44486279	3	6	7785.3051	564	1
4_NA_peak_105_lociStitched	1	2643017	2654098	4	8	7783.2944	565	1
4_NA_peak_24890_lociStitched	8	141373789	141376542	4	8	7783.2816	566	1
4_NA_peak_11413_lociStitched	17	67360460	67377782	4	8	7782.7746	567	1
4_NA_peak_14483_lociStitched	2	87498454	87508138	4	8	7775.2836	568	1
4_NA_peak_9322_lociStitched	16	668478	690142	4	8	7773.0432	569	1
4_NA_peak_24928_lociStitched	8	143188705	143191778	4	8	7762.7053	570	1
3_NA_peak_304_lociStitched	1	11908031	11910037	3	6	7738.7468	571	1
2_NA_peak_227_lociStitched	1	8664345	8674929	2	4	7735.8456	572	1
3_NA_peak_20152_lociStitched	5	35664529	35674028	3	6	7723.6369	573	1
4_NA_peak_14687_lociStitched	2	111439574	111453604	4	8	7709.485	574	1
4_NA_peak_13115_lociStitched	19	39431295	39445791	4	8	7703.1744	575	1
3_NA_peak_25170_lociStitched	9	33159415	33167858	3	6	7665.3997	576	1
2_NA_peak_11734_lociStitched	18	108155	110365	2	4	7652.567	577	1
4_NA_peak_6745_lociStitched	12	120710614	120726128	4	8	7629.7852	578	1
3_NA_peak_17325_lociStitched	3	3172619	3179537	3	6	7622.2524	579	1
2_NA_peak_10625_lociStitched	17	17682558	17694567	2	4	7622.1123	580	1
3_NA_peak_13371_lociStitched	19	48424707	48446156	3	6	7605.8154	581	1
3_NA_peak_11610_lociStitched	17	78916570	78933363	3	6	7592.1153	582	1
3_NA_peak_11602_lociStitched	17	78775053	78782734	3	6	7577.3065	583	1
3_NA_peak_1978_lociStitched	1	154925641	154937144	3	6	7577.0261	584	1
3_NA_peak_19161_lociStitched	4	37977719	37990458	3	6	7573.3355	585	1
4_NA_peak_23193_lociStitched	7	100428605	100436246	4	8	7571.4669	586	1
3_NA_peak_4709_lociStitched	11	62694523	62709881	3	6	7563.815	587	1
3_NA_peak_17804_lociStitched	3	49021143	49029192	3	6	7558.8159	588	1
4_NA_peak_23256_lociStitched	7	104944810	104957585	4	8	7555.135	589	1
5_NA_peak_21471_lociStitched	6	27892958	27903202	5	10	7544.706	590	1
5_NA_peak_21317_lociStitched	6	20201726	20213245	5	10	7538.0336	591	1
3_NA_peak_11378_lociStitched	17	64496810	64505835	3	6	7534.07	592	1
2_NA_peak_26525_lociStitched	X	44342674	44343508	2	4	7524.6816	593	1
4_NA_peak_21670_lociStitched	6	34657749	34671902	4	8	7519.4889	594	1
3_NA_peak_8723_lociStitched	15	55402383	55408719	3	6	7503.0912	595	1
3_NA_peak_8317_lociStitched	14	103112204	103123689	3	6	7499.705	596	1
3_NA_peak_24510_lociStitched	8	113787868	113802910	3	6	7493.9244	597	1
3_NA_peak_24642_lociStitched	8	124195432	124198164	3	6	7484.0408	598	1
4_NA_peak_6688_lociStitched	12	113403912	113422552	4	8	7461.592	599	1
3_NA_peak_13253_lociStitched	19	45076277	45093058	3	6	7455.7983	600	1
3_NA_peak_26_lociStitched	1	1201321	1213518	3	6	7438.9503	601	1
3_NA_peak_9446_lociStitched	16	4505021	4514842	3	6	7436.4612	602	1
3_NA_peak_8351_lociStitched	14	105293759	105300880	3	6	7435.0361	603	1
4_NA_peak_9346_lociStitched	16	1526700	1545191	4	8	7429.6838	604	1
3_NA_peak_19150_lociStitched	4	36244256	36268626	3	6	7423.102	605	1
3_NA_peak_17975_lociStitched	3	69080162	69092582	3	6	7414.74	606	1
8_NA_peak_2149_lociStitched	1	161440669	161470301	8	16	7408	607	1
3_NA_peak_2991_lociStitched	10	3783519	3785758	3	6	7405.7164	608	1
4_NA_peak_21881_lociStitched	6	52390121	52398521	4	8	7402.08	609	1
4_NA_peak_25857_lociStitched	9	129823942	129845162	4	8	7393.048	610	1
3_NA_peak_7630_lociStitched	14	22919038	22930265	3	6	7390.7341	611	1
4_NA_peak_12694_lociStitched	19	14024029	14042860	4	8	7389.2844	612	1
2_NA_peak_10795_lociStitched	17	31313473	31321305	2	4	7388.7088	613	1
4_NA_peak_947_lociStitched	1	43358504	43368255	4	8	7387.3576	614	1
3_NA_peak_13201_lociStitched	19	43563235	43576123	3	6	7379.6688	615	1
5_NA_peak_10352_lociStitched	17	2030378	2058850	5	10	7377.0952	616	1
2_NA_peak_11106_lociStitched	17	45583224	45584837	2	4	7375.2812	617	1
6_NA_peak_12532_lociStitched	19	9785300	9795956	6	12	7369.6896	618	1
2_NA_peak_23824_lociStitched	8	55930275	55939584	2	4	7362.4881	619	1
3_NA_peak_9793_lociStitched	16	31064046	31074664	3	6	7361.4594	620	1
5_NA_peak_9703_lociStitched	16	29453604	29470783	5	10	7352.612	621	1
2_NA_peak_9954_lociStitched	16	57689016	57694924	2	4	7351.3244	622	1
3_NA_peak_6245_lociStitched	12	57520297	57522401	3	6	7346.7472	623	1
2_NA_peak_26307_lociStitched	X	15751021	15752067	2	4	7344.5936	624	1
3_NA_peak_16338_lociStitched	20	63626401	63635756	3	6	7343.675	625	1
4_NA_peak_24909_lociStitched	8	142669882	142677071	4	8	7328.4666	626	1
3_NA_peak_18788_lociStitched	3	185585858	185594987	3	6	7326.0225	627	1
4_NA_peak_22877_lociStitched	7	33053433	33062485	4	8	7325.7836	628	1
3_NA_peak_11716_lociStitched	17	82586377	82593661	3	6	7321.8768	629	1
2_NA_peak_24182_lociStitched	8	91032637	91040754	2	4	7313.417	630	1
3_NA_peak_11203_lociStitched	17	50707791	50719725	3	6	7311.9618	631	1
4_NA_peak_26200_lociStitched	X	1452715	1468295	4	8	7305.462	632	1
3_NA_peak_10989_lociStitched	17	42312970	42320549	3	6	7304.6402	633	1
4_NA_peak_21047_lociStitched	5	180803118	180810764	4	8	7304.2238	634	1
3_NA_peak_9070_lociStitched	15	80984710	81000679	3	6	7296.2361	635	1
3_NA_peak_17196_lociStitched	22	43115864	43129184	3	6	7291.368	636	1
2_NA_peak_15086_lociStitched	2	177212236	177212986	2	4	7288.725	637	1
3_NA_peak_22866_lociStitched	7	32490208	32495651	3	6	7285.9998	638	1
4_NA_peak_6235_lociStitched	12	57078409	57088391	4	8	7282.8672	639	1
3_NA_peak_7860_lociStitched	14	55265373	55278388	3	6	7281.8925	640	1
4_NA_peak_19460_lociStitched	4	82890919	82900919	4	8	7268	641	1
3_NA_peak_20093_lociStitched	5	18098587	18111480	3	6	7267.7841	642	1
3_NA_peak_1599_lociStitched	1	116504075	116515695	3	6	7267.148	643	1
2_NA_peak_17790_lociStitched	3	48466070	48472842	2	4	7262.2928	644	1
3_NA_peak_17732_lociStitched	3	45630902	45646859	3	6	7262.0307	645	1
2_NA_peak_13027_lociStitched	19	35900342	35909878	2	4	7259.7568	646	1
2_NA_peak_10601_lociStitched	17	16380933	16387137	2	4	7249.9944	647	1
3_NA_peak_13412_lociStitched	19	49487845	49496611	3	6	7243.3458	648	1
3_NA_peak_23757_lociStitched	8	49091765	49103367	3	6	7238.4878	649	1
4_NA_peak_14331_lociStitched	2	69894263	69915308	4	8	7231.062	650	1
3_NA_peak_3199_lociStitched	10	22310246	22321417	3	6	7228.7541	651	1
2_NA_peak_14639_lociStitched	2	105329917	105337391	2	4	7219.884	652	1
4_NA_peak_45_lociStitched	1	1431420	1434254	4	8	7213.0968	653	1
4_NA_peak_18769_lociStitched	3	184472792	184492543	4	8	7211.0901	654	1
3_NA_peak_16234_lociStitched	20	53729445	53738793	3	6	7209.1776	655	1
3_NA_peak_15809_lociStitched	20	17557828	17570296	3	6	7207.7508	656	1
5_NA_peak_4316_lociStitched	11	9569415	9584682	5	10	7186.1769	657	1
2_NA_peak_24684_lociStitched	8	125164108	125175342	2	4	7184.143	658	1
3_NA_peak_26820_lociStitched	X	101407497	101418380	3	6	7176.2502	659	1
3_NA_peak_9449_lociStitched	16	4614636	4624553	3	6	7168.9993	660	1
3_NA_peak_24230_lociStitched	8	95268430	95270187	3	6	7166.6273	661	1
4_NA_peak_5003_lociStitched	11	72205387	72224957	4	8	7160.663	662	1
4_NA_peak_8169_lociStitched	14	89616905	89629700	4	8	7153.6845	663	1
4_NA_peak_21501_lociStitched	6	28922882	28944371	4	8	7147.2414	664	1
4_NA_peak_13278_lociStitched	19	45506748	45516367	4	8	7138.2599	665	1
3_NA_peak_7530_lociStitched	13	110705962	110713375	3	6	7137.9777	666	1
4_NA_peak_7745_lociStitched	14	35286870	35294239	4	8	7119.9278	667	1
2_NA_peak_15561_lociStitched	2	238381549	238392253	2	4	7119.2304	668	1
2_NA_peak_13590_lociStitched	19	55599388	55605745	2	4	7117.9329	669	1
3_NA_peak_9718_lociStitched	16	29805254	29816241	3	6	7117.3786	670	1
4_NA_peak_5349_lociStitched	11	118002337	118013182	4	8	7115.4045	671	1
6_NA_peak_3399_lociStitched	10	43121558	43141092	6	12	7108.4226	672	1
3_NA_peak_17285_lociStitched	22	49960616	49976061	3	6	7107.789	673	1
3_NA_peak_21194_lociStitched	6	10682961	10694769	3	6	7106.0544	674	1
2_NA_peak_21637_lociStitched	6	33313951	33322656	2	4	7088.4815	675	1
